,ZIP,City,State
910,90815,Los Angeles-Long Beach-Anaheim, CA
911,93534,Los Angeles-Long Beach-Anaheim, CA
912,90029,Los Angeles-Long Beach-Anaheim, CA
913,91606,Los Angeles-Long Beach-Anaheim, CA
914,90291,Los Angeles-Long Beach-Anaheim, CA
915,91423,Los Angeles-Long Beach-Anaheim, CA
916,90501,Los Angeles-Long Beach-Anaheim, CA
917,90292,Los Angeles-Long Beach-Anaheim, CA
918,90069,Los Angeles-Long Beach-Anaheim, CA
919,90405,Los Angeles-Long Beach-Anaheim, CA
920,90740,Los Angeles-Long Beach-Anaheim, CA
921,91401,Los Angeles-Long Beach-Anaheim, CA
922,90266,Los Angeles-Long Beach-Anaheim, CA
923,91767,Los Angeles-Long Beach-Anaheim, CA
924,92705,Los Angeles-Long Beach-Anaheim, CA
925,91604,Los Angeles-Long Beach-Anaheim, CA
926,92649,Los Angeles-Long Beach-Anaheim, CA
927,90505,Los Angeles-Long Beach-Anaheim, CA
928,90808,Los Angeles-Long Beach-Anaheim, CA
929,90403,Los Angeles-Long Beach-Anaheim, CA
930,91387,Los Angeles-Long Beach-Anaheim, CA
931,92612,Los Angeles-Long Beach-Anaheim, CA
932,91748,Los Angeles-Long Beach-Anaheim, CA
933,91306,Los Angeles-Long Beach-Anaheim, CA
934,90035,Los Angeles-Long Beach-Anaheim, CA
935,91607,Los Angeles-Long Beach-Anaheim, CA
936,91311,Los Angeles-Long Beach-Anaheim, CA
937,90007,Los Angeles-Long Beach-Anaheim, CA
938,90048,Los Angeles-Long Beach-Anaheim, CA
939,92707,Los Angeles-Long Beach-Anaheim, CA
940,92867,Los Angeles-Long Beach-Anaheim, CA
941,90068,Los Angeles-Long Beach-Anaheim, CA
942,91107,Los Angeles-Long Beach-Anaheim, CA
943,91206,Los Angeles-Long Beach-Anaheim, CA
944,90807,Los Angeles-Long Beach-Anaheim, CA
945,90806,Los Angeles-Long Beach-Anaheim, CA
946,92629,Los Angeles-Long Beach-Anaheim, CA
947,91789,Los Angeles-Long Beach-Anaheim, CA
948,91104,Los Angeles-Long Beach-Anaheim, CA
949,90230,Los Angeles-Long Beach-Anaheim, CA
950,91326,Los Angeles-Long Beach-Anaheim, CA
951,92807,Los Angeles-Long Beach-Anaheim, CA
952,91773,Los Angeles-Long Beach-Anaheim, CA
953,91355,Los Angeles-Long Beach-Anaheim, CA
954,91316,Los Angeles-Long Beach-Anaheim, CA
955,92651,Los Angeles-Long Beach-Anaheim, CA
956,92637,Los Angeles-Long Beach-Anaheim, CA
957,92701,Los Angeles-Long Beach-Anaheim, CA
958,90039,Los Angeles-Long Beach-Anaheim, CA
959,91325,Los Angeles-Long Beach-Anaheim, CA
960,91403,Los Angeles-Long Beach-Anaheim, CA
961,91356,Los Angeles-Long Beach-Anaheim, CA
962,92675,Los Angeles-Long Beach-Anaheim, CA
963,91007,Los Angeles-Long Beach-Anaheim, CA
964,92694,Los Angeles-Long Beach-Anaheim, CA
965,91106,Los Angeles-Long Beach-Anaheim, CA
966,91722,Los Angeles-Long Beach-Anaheim, CA
967,91321,Los Angeles-Long Beach-Anaheim, CA
968,92602,Los Angeles-Long Beach-Anaheim, CA
969,92663,Los Angeles-Long Beach-Anaheim, CA
970,90601,Los Angeles-Long Beach-Anaheim, CA
971,92614,Los Angeles-Long Beach-Anaheim, CA
972,90015,Los Angeles-Long Beach-Anaheim, CA
973,90260,Los Angeles-Long Beach-Anaheim, CA
974,91354,Los Angeles-Long Beach-Anaheim, CA
975,91101,Los Angeles-Long Beach-Anaheim, CA
976,92782,Los Angeles-Long Beach-Anaheim, CA
977,91006,Los Angeles-Long Beach-Anaheim, CA
978,90712,Los Angeles-Long Beach-Anaheim, CA
979,92653,Los Angeles-Long Beach-Anaheim, CA
980,90404,Los Angeles-Long Beach-Anaheim, CA
981,92673,Los Angeles-Long Beach-Anaheim, CA
982,92679,Los Angeles-Long Beach-Anaheim, CA
983,91364,Los Angeles-Long Beach-Anaheim, CA
984,91351,Los Angeles-Long Beach-Anaheim, CA
985,90254,Los Angeles-Long Beach-Anaheim, CA
986,91602,Los Angeles-Long Beach-Anaheim, CA
987,92604,Los Angeles-Long Beach-Anaheim, CA
988,91303,Los Angeles-Long Beach-Anaheim, CA
989,91324,Los Angeles-Long Beach-Anaheim, CA
990,90272,Los Angeles-Long Beach-Anaheim, CA
991,91302,Los Angeles-Long Beach-Anaheim, CA
992,90814,Los Angeles-Long Beach-Anaheim, CA
993,90210,Los Angeles-Long Beach-Anaheim, CA
994,91301,Los Angeles-Long Beach-Anaheim, CA
995,90720,Los Angeles-Long Beach-Anaheim, CA
996,91202,Los Angeles-Long Beach-Anaheim, CA
997,92832,Los Angeles-Long Beach-Anaheim, CA
998,90732,Los Angeles-Long Beach-Anaheim, CA
999,92868,Los Angeles-Long Beach-Anaheim, CA
1000,92606,Los Angeles-Long Beach-Anaheim, CA
1001,91201,Los Angeles-Long Beach-Anaheim, CA
1002,91775,Los Angeles-Long Beach-Anaheim, CA
1003,90265,Los Angeles-Long Beach-Anaheim, CA
1004,90245,Los Angeles-Long Beach-Anaheim, CA
1005,92603,Los Angeles-Long Beach-Anaheim, CA
1006,92808,Los Angeles-Long Beach-Anaheim, CA
1007,92887,Los Angeles-Long Beach-Anaheim, CA
1008,92625,Los Angeles-Long Beach-Anaheim, CA
1009,90293,Los Angeles-Long Beach-Anaheim, CA
1010,90013,Los Angeles-Long Beach-Anaheim, CA
1011,90212,Los Angeles-Long Beach-Anaheim, CA
1012,90402,Los Angeles-Long Beach-Anaheim, CA
1013,92657,Los Angeles-Long Beach-Anaheim, CA
1014,92610,Los Angeles-Long Beach-Anaheim, CA
1015,90211,Los Angeles-Long Beach-Anaheim, CA
1016,40211,Louisville-Jefferson County, KY
1017,40204,Louisville-Jefferson County, KY
1018,53711,Madison, WI
1019,53719,Madison, WI
1020,32940,Melbourne, FL
1021,32780,Melbourne, FL
1022,32907,Melbourne, FL
1023,32955,Melbourne, FL
1024,32904,Melbourne, FL
1025,32909,Melbourne, FL
1026,32937,Melbourne, FL
1027,32905,Melbourne, FL
1028,32931,Melbourne, FL
1029,32920,Melbourne, FL
1030,32922,Melbourne, FL
1031,38016,Memphis, TN
1032,38017,Memphis, TN
1033,38111,Memphis, TN
1034,38115,Memphis, TN
1035,38128,Memphis, TN
1036,38671,Memphis, TN
1037,38127,Memphis, TN
1038,38002,Memphis, TN
1039,38018,Memphis, TN
1040,38104,Memphis, TN
1041,38117,Memphis, TN
1042,38103,Memphis, TN
1043,38141,Memphis, TN
1044,38112,Memphis, TN
1045,33160,Miami-Fort Lauderdale, FL
1046,33411,Miami-Fort Lauderdale, FL
1047,33025,Miami-Fort Lauderdale, FL
1048,33139,Miami-Fort Lauderdale, FL
1049,33024,Miami-Fort Lauderdale, FL
1050,33009,Miami-Fort Lauderdale, FL
1051,33186,Miami-Fort Lauderdale, FL
1052,33063,Miami-Fort Lauderdale, FL
1053,33064,Miami-Fort Lauderdale, FL
1054,33027,Miami-Fort Lauderdale, FL
1055,33311,Miami-Fort Lauderdale, FL
1056,33313,Miami-Fort Lauderdale, FL
1057,33467,Miami-Fort Lauderdale, FL
1058,33321,Miami-Fort Lauderdale, FL
1059,33157,Miami-Fort Lauderdale, FL
1060,33414,Miami-Fort Lauderdale, FL
1061,33433,Miami-Fort Lauderdale, FL
1062,33015,Miami-Fort Lauderdale, FL
1063,33463,Miami-Fort Lauderdale, FL
1064,33436,Miami-Fort Lauderdale, FL
1065,33141,Miami-Fort Lauderdale, FL
1066,33324,Miami-Fort Lauderdale, FL
1067,33178,Miami-Fort Lauderdale, FL
1068,33021,Miami-Fort Lauderdale, FL
1069,33023,Miami-Fort Lauderdale, FL
1070,33308,Miami-Fort Lauderdale, FL
1071,33418,Miami-Fort Lauderdale, FL
1072,33312,Miami-Fort Lauderdale, FL
1073,33065,Miami-Fort Lauderdale, FL
1074,33033,Miami-Fort Lauderdale, FL
1075,33020,Miami-Fort Lauderdale, FL
1076,33322,Miami-Fort Lauderdale, FL
1077,33125,Miami-Fort Lauderdale, FL
1078,33062,Miami-Fort Lauderdale, FL
1079,33180,Miami-Fort Lauderdale, FL
1080,33130,Miami-Fort Lauderdale, FL
1081,33179,Miami-Fort Lauderdale, FL
1082,33068,Miami-Fort Lauderdale, FL
1083,33126,Miami-Fort Lauderdale, FL
1084,33161,Miami-Fort Lauderdale, FL
1085,33446,Miami-Fort Lauderdale, FL
1086,33175,Miami-Fort Lauderdale, FL
1087,33177,Miami-Fort Lauderdale, FL
1088,33196,Miami-Fort Lauderdale, FL
1089,33461,Miami-Fort Lauderdale, FL
1090,33484,Miami-Fort Lauderdale, FL
1091,33410,Miami-Fort Lauderdale, FL
1092,33445,Miami-Fort Lauderdale, FL
1093,33172,Miami-Fort Lauderdale, FL
1094,33401,Miami-Fort Lauderdale, FL
1095,33428,Miami-Fort Lauderdale, FL
1096,33155,Miami-Fort Lauderdale, FL
1097,33133,Miami-Fort Lauderdale, FL
1098,33193,Miami-Fort Lauderdale, FL
1099,33014,Miami-Fort Lauderdale, FL
1100,33309,Miami-Fort Lauderdale, FL
1101,33060,Miami-Fort Lauderdale, FL
1102,33029,Miami-Fort Lauderdale, FL
1103,33140,Miami-Fort Lauderdale, FL
1104,33404,Miami-Fort Lauderdale, FL
1105,33137,Miami-Fort Lauderdale, FL
1106,33143,Miami-Fort Lauderdale, FL
1107,33162,Miami-Fort Lauderdale, FL
1108,33334,Miami-Fort Lauderdale, FL
1109,33071,Miami-Fort Lauderdale, FL
1110,33432,Miami-Fort Lauderdale, FL
1111,33460,Miami-Fort Lauderdale, FL
1112,33351,Miami-Fort Lauderdale, FL
1113,33156,Miami-Fort Lauderdale, FL
1114,33441,Miami-Fort Lauderdale, FL
1115,33138,Miami-Fort Lauderdale, FL
1116,33407,Miami-Fort Lauderdale, FL
1117,33073,Miami-Fort Lauderdale, FL
1118,33409,Miami-Fort Lauderdale, FL
1119,33173,Miami-Fort Lauderdale, FL
1120,33426,Miami-Fort Lauderdale, FL
1121,33304,Miami-Fort Lauderdale, FL
1122,33019,Miami-Fort Lauderdale, FL
1123,33487,Miami-Fort Lauderdale, FL
1124,33145,Miami-Fort Lauderdale, FL
1125,33496,Miami-Fort Lauderdale, FL
1126,33314,Miami-Fort Lauderdale, FL
1127,33325,Miami-Fort Lauderdale, FL
1128,33301,Miami-Fort Lauderdale, FL
1129,33174,Miami-Fort Lauderdale, FL
1130,33328,Miami-Fort Lauderdale, FL
1131,33444,Miami-Fort Lauderdale, FL
1132,33067,Miami-Fort Lauderdale, FL
1133,33127,Miami-Fort Lauderdale, FL
1134,33154,Miami-Fort Lauderdale, FL
1135,33132,Miami-Fort Lauderdale, FL
1136,33486,Miami-Fort Lauderdale, FL
1137,33028,Miami-Fort Lauderdale, FL
1138,33189,Miami-Fort Lauderdale, FL
1139,33483,Miami-Fort Lauderdale, FL
1140,33181,Miami-Fort Lauderdale, FL
1141,33323,Miami-Fort Lauderdale, FL
1142,33431,Miami-Fort Lauderdale, FL
1143,33129,Miami-Fort Lauderdale, FL
1144,33405,Miami-Fort Lauderdale, FL
1145,33316,Miami-Fort Lauderdale, FL
1146,33149,Miami-Fort Lauderdale, FL
1147,33315,Miami-Fort Lauderdale, FL
1148,33413,Miami-Fort Lauderdale, FL
1149,33035,Miami-Fort Lauderdale, FL
1150,33146,Miami-Fort Lauderdale, FL
1151,33190,Miami-Fort Lauderdale, FL
1152,53212,Milwaukee, WI
1153,55124,Minneapolis-St Paul, MN
1154,55106,Minneapolis-St Paul, MN
1155,55337,Minneapolis-St Paul, MN
1156,55303,Minneapolis-St Paul, MN
1157,55104,Minneapolis-St Paul, MN
1158,55416,Minneapolis-St Paul, MN
1159,55408,Minneapolis-St Paul, MN
1160,55125,Minneapolis-St Paul, MN
1161,55117,Minneapolis-St Paul, MN
1162,55379,Minneapolis-St Paul, MN
1163,55406,Minneapolis-St Paul, MN
1164,55119,Minneapolis-St Paul, MN
1165,55418,Minneapolis-St Paul, MN
1166,55433,Minneapolis-St Paul, MN
1167,55311,Minneapolis-St Paul, MN
1168,54016,Minneapolis-St Paul, MN
1169,55343,Minneapolis-St Paul, MN
1170,55116,Minneapolis-St Paul, MN
1171,55024,Minneapolis-St Paul, MN
1172,55403,Minneapolis-St Paul, MN
1173,55126,Minneapolis-St Paul, MN
1174,55347,Minneapolis-St Paul, MN
1175,55419,Minneapolis-St Paul, MN
1176,55449,Minneapolis-St Paul, MN
1177,55318,Minneapolis-St Paul, MN
1178,55068,Minneapolis-St Paul, MN
1179,55378,Minneapolis-St Paul, MN
1180,55410,Minneapolis-St Paul, MN
1181,55412,Minneapolis-St Paul, MN
1182,37013,Nashville, TN
1183,37211,Nashville, TN
1184,37075,Nashville, TN
1185,37128,Nashville, TN
1186,37130,Nashville, TN
1187,37064,Nashville, TN
1188,37066,Nashville, TN
1189,37122,Nashville, TN
1190,37167,Nashville, TN
1191,37027,Nashville, TN
1192,37221,Nashville, TN
1193,37209,Nashville, TN
1194,37076,Nashville, TN
1195,37214,Nashville, TN
1196,37203,Nashville, TN
1197,37067,Nashville, TN
1198,37086,Nashville, TN
1199,37205,Nashville, TN
1200,37215,Nashville, TN
1201,37138,Nashville, TN
1202,37216,Nashville, TN
1203,37212,Nashville, TN
1204,37204,Nashville, TN
1205,37179,Nashville, TN
1206,6511,New Haven, CT
1207,6492,New Haven, CT
1208,6460,New Haven, CT
1209,6450,New Haven, CT
1210,6704,New Haven, CT
1211,70433,New Orleans, LA
1212,70458,New Orleans, LA
1213,10025,New York, NY
1214,10023,New York, NY
1215,10002,New York, NY
1216,11226,New York, NY
1217,10016,New York, NY
1218,11201,New York, NY
1219,11375,New York, NY
1220,10029,New York, NY
1221,10009,New York, NY
1222,10011,New York, NY
1223,10128,New York, NY
1224,11206,New York, NY
1225,10019,New York, NY
1226,10003,New York, NY
1227,11230,New York, NY
1228,10463,New York, NY
1229,11209,New York, NY
1230,11221,New York, NY
1231,7030,New York, NY
1232,10024,New York, NY
1233,11207,New York, NY
1234,10458,New York, NY
1235,11211,New York, NY
1236,11377,New York, NY
1237,7302,New York, NY
1238,11355,New York, NY
1239,11238,New York, NY
1240,10314,New York, NY
1241,11215,New York, NY
1242,11385,New York, NY
1243,11373,New York, NY
1244,8753,New York, NY
1245,10028,New York, NY
1246,11233,New York, NY
1247,7002,New York, NY
1248,10027,New York, NY
1249,7093,New York, NY
1250,10701,New York, NY
1251,11372,New York, NY
1252,11218,New York, NY
1253,10021,New York, NY
1254,7087,New York, NY
1255,11101,New York, NY
1256,11213,New York, NY
1257,10032,New York, NY
1258,10031,New York, NY
1259,11216,New York, NY
1260,11354,New York, NY
1261,7305,New York, NY
1262,7047,New York, NY
1263,10014,New York, NY
1264,7306,New York, NY
1265,7728,New York, NY
1266,10036,New York, NY
1267,11374,New York, NY
1268,12550,New York, NY
1269,11210,New York, NY
1270,10033,New York, NY
1271,7024,New York, NY
1272,7083,New York, NY
1273,7601,New York, NY
1274,10010,New York, NY
1275,10022,New York, NY
1276,11222,New York, NY
1277,7052,New York, NY
1278,11432,New York, NY
1279,7960,New York, NY
1280,8816,New York, NY
1281,7304,New York, NY
1282,10065,New York, NY
1283,11205,New York, NY
1284,8817,New York, NY
1285,10001,New York, NY
1286,11561,New York, NY
1287,11435,New York, NY
1288,11249,New York, NY
1289,10034,New York, NY
1290,12601,New York, NY
1291,7753,New York, NY
1292,11743,New York, NY
1293,7307,New York, NY
1294,8902,New York, NY
1295,10026,New York, NY
1296,8857,New York, NY
1297,10013,New York, NY
1298,11231,New York, NY
1299,10035,New York, NY
1300,10583,New York, NY
1301,8807,New York, NY
1302,10075,New York, NY
1303,10012,New York, NY
1304,10801,New York, NY
1305,11357,New York, NY
1306,7740,New York, NY
1307,8820,New York, NY
1308,11105,New York, NY
1309,8742,New York, NY
1310,7747,New York, NY
1311,10704,New York, NY
1312,10030,New York, NY
1313,11801,New York, NY
1314,11104,New York, NY
1315,11937,New York, NY
1316,7110,New York, NY
1317,10017,New York, NY
1318,10039,New York, NY
1319,7042,New York, NY
1320,11727,New York, NY
1321,11379,New York, NY
1322,7013,New York, NY
1323,7090,New York, NY
1324,12553,New York, NY
1325,10037,New York, NY
1326,7920,New York, NY
1327,7701,New York, NY
1328,7010,New York, NY
1329,10708,New York, NY
1330,11542,New York, NY
1331,11361,New York, NY
1332,10471,New York, NY
1333,7016,New York, NY
1334,11360,New York, NY
1335,11415,New York, NY
1336,10954,New York, NY
1337,8536,New York, NY
1338,7450,New York, NY
1339,7901,New York, NY
1340,7094,New York, NY
1341,11021,New York, NY
1342,7086,New York, NY
1343,10543,New York, NY
1344,11232,New York, NY
1345,11968,New York, NY
1346,10603,New York, NY
1347,7928,New York, NY
1348,10018,New York, NY
1349,10005,New York, NY
1350,10606,New York, NY
1351,11963,New York, NY
1352,10601,New York, NY
1353,10280,New York, NY
1354,7760,New York, NY
1355,10069,New York, NY
1356,10007,New York, NY
1357,10282,New York, NY
1358,10006,New York, NY
1359,34221,North Port-Sarasota-Bradenton, FL
1360,34203,North Port-Sarasota-Bradenton, FL
1361,34207,North Port-Sarasota-Bradenton, FL
1362,34208,North Port-Sarasota-Bradenton, FL
1363,34243,North Port-Sarasota-Bradenton, FL
1364,34238,North Port-Sarasota-Bradenton, FL
1365,34202,North Port-Sarasota-Bradenton, FL
1366,34210,North Port-Sarasota-Bradenton, FL
1367,34236,North Port-Sarasota-Bradenton, FL
1368,34233,North Port-Sarasota-Bradenton, FL
1369,34239,North Port-Sarasota-Bradenton, FL
1370,34237,North Port-Sarasota-Bradenton, FL
1371,84403,Ogden, UT
1372,73072,Oklahoma City, OK
1373,73071,Oklahoma City, OK
1374,73003,Oklahoma City, OK
1375,68104,Omaha, NE
1376,68123,Omaha, NE
1377,68105,Omaha, NE
1378,68131,Omaha, NE
1379,68132,Omaha, NE
1380,34787,Orlando, FL
1381,34711,Orlando, FL
1382,32822,Orlando, FL
1383,32828,Orlando, FL
1384,32765,Orlando, FL
1385,32792,Orlando, FL
1386,32825,Orlando, FL
1387,32771,Orlando, FL
1388,34748,Orlando, FL
1389,32839,Orlando, FL
1390,34741,Orlando, FL
1391,34744,Orlando, FL
1392,32837,Orlando, FL
1393,32703,Orlando, FL
1394,34746,Orlando, FL
1395,32708,Orlando, FL
1396,32746,Orlando, FL
1397,32835,Orlando, FL
1398,34786,Orlando, FL
1399,32808,Orlando, FL
1400,32824,Orlando, FL
1401,32712,Orlando, FL
1402,34761,Orlando, FL
1403,32714,Orlando, FL
1404,32818,Orlando, FL
1405,32707,Orlando, FL
1406,32811,Orlando, FL
1407,32810,Orlando, FL
1408,34743,Orlando, FL
1409,32773,Orlando, FL
1410,32817,Orlando, FL
1411,32819,Orlando, FL
1412,32789,Orlando, FL
1413,32821,Orlando, FL
1414,32779,Orlando, FL
1415,32832,Orlando, FL
1416,34747,Orlando, FL
1417,32701,Orlando, FL
1418,32803,Orlando, FL
1419,32801,Orlando, FL
1420,32751,Orlando, FL
1421,32836,Orlando, FL
1422,32804,Orlando, FL
1423,32826,Orlando, FL
1424,34714,Orlando, FL
1425,33896,Orlando, FL
1426,32829,Orlando, FL
1427,34715,Orlando, FL
1428,32827,Orlando, FL
1429,32814,Orlando, FL
1430,19143,Philadelphia, PA
1431,19124,Philadelphia, PA
1432,19446,Philadelphia, PA
1433,19720,Philadelphia, PA
1434,19120,Philadelphia, PA
1435,19104,Philadelphia, PA
1436,19134,Philadelphia, PA
1437,19148,Philadelphia, PA
1438,19131,Philadelphia, PA
1439,19711,Philadelphia, PA
1440,19144,Philadelphia, PA
1441,19380,Philadelphia, PA
1442,19382,Philadelphia, PA
1443,19146,Philadelphia, PA
1444,19145,Philadelphia, PA
1445,19140,Philadelphia, PA
1446,19320,Philadelphia, PA
1447,19147,Philadelphia, PA
1448,19464,Philadelphia, PA
1449,19335,Philadelphia, PA
1450,8054,Philadelphia, PA
1451,8053,Philadelphia, PA
1452,19103,Philadelphia, PA
1453,19139,Philadelphia, PA
1454,19403,Philadelphia, PA
1455,19128,Philadelphia, PA
1456,19121,Philadelphia, PA
1457,19701,Philadelphia, PA
1458,19130,Philadelphia, PA
1459,19808,Philadelphia, PA
1460,19805,Philadelphia, PA
1461,19401,Philadelphia, PA
1462,19063,Philadelphia, PA
1463,8012,Philadelphia, PA
1464,19132,Philadelphia, PA
1465,8096,Philadelphia, PA
1466,19426,Philadelphia, PA
1467,19026,Philadelphia, PA
1468,19087,Philadelphia, PA
1469,19125,Philadelphia, PA
1470,18940,Philadelphia, PA
1471,19454,Philadelphia, PA
1472,19107,Philadelphia, PA
1473,19428,Philadelphia, PA
1474,19122,Philadelphia, PA
1475,19438,Philadelphia, PA
1476,19123,Philadelphia, PA
1477,19348,Philadelphia, PA
1478,19106,Philadelphia, PA
1479,19801,Philadelphia, PA
1480,19096,Philadelphia, PA
1481,19102,Philadelphia, PA
1482,19127,Philadelphia, PA
1483,85032,Phoenix, AZ
1484,85281,Phoenix, AZ
1485,85225,Phoenix, AZ
1486,85308,Phoenix, AZ
1487,85142,Phoenix, AZ
1488,85251,Phoenix, AZ
1489,85282,Phoenix, AZ
1490,85383,Phoenix, AZ
1491,85204,Phoenix, AZ
1492,85345,Phoenix, AZ
1493,85301,Phoenix, AZ
1494,85008,Phoenix, AZ
1495,85255,Phoenix, AZ
1496,85201,Phoenix, AZ
1497,85326,Phoenix, AZ
1498,85351,Phoenix, AZ
1499,85338,Phoenix, AZ
1500,85205,Phoenix, AZ
1501,85374,Phoenix, AZ
1502,85254,Phoenix, AZ
1503,85248,Phoenix, AZ
1504,85207,Phoenix, AZ
1505,85122,Phoenix, AZ
1506,85016,Phoenix, AZ
1507,85224,Phoenix, AZ
1508,85375,Phoenix, AZ
1509,85283,Phoenix, AZ
1510,85209,Phoenix, AZ
1511,85018,Phoenix, AZ
1512,85382,Phoenix, AZ
1513,85260,Phoenix, AZ
1514,85044,Phoenix, AZ
1515,85029,Phoenix, AZ
1516,85041,Phoenix, AZ
1517,85206,Phoenix, AZ
1518,85234,Phoenix, AZ
1519,85020,Phoenix, AZ
1520,85295,Phoenix, AZ
1521,85208,Phoenix, AZ
1522,85021,Phoenix, AZ
1523,85202,Phoenix, AZ
1524,85296,Phoenix, AZ
1525,85249,Phoenix, AZ
1526,85286,Phoenix, AZ
1527,85027,Phoenix, AZ
1528,85226,Phoenix, AZ
1529,85015,Phoenix, AZ
1530,85051,Phoenix, AZ
1531,85086,Phoenix, AZ
1532,85033,Phoenix, AZ
1533,85302,Phoenix, AZ
1534,85138,Phoenix, AZ
1535,85035,Phoenix, AZ
1536,85379,Phoenix, AZ
1537,85042,Phoenix, AZ
1538,85233,Phoenix, AZ
1539,85213,Phoenix, AZ
1540,85037,Phoenix, AZ
1541,85257,Phoenix, AZ
1542,85023,Phoenix, AZ
1543,85212,Phoenix, AZ
1544,85258,Phoenix, AZ
1545,85143,Phoenix, AZ
1546,85140,Phoenix, AZ
1547,85048,Phoenix, AZ
1548,85014,Phoenix, AZ
1549,85323,Phoenix, AZ
1550,85395,Phoenix, AZ
1551,85298,Phoenix, AZ
1552,85392,Phoenix, AZ
1553,85268,Phoenix, AZ
1554,85203,Phoenix, AZ
1555,85050,Phoenix, AZ
1556,85009,Phoenix, AZ
1557,85331,Phoenix, AZ
1558,85053,Phoenix, AZ
1559,85340,Phoenix, AZ
1560,85353,Phoenix, AZ
1561,85396,Phoenix, AZ
1562,85119,Phoenix, AZ
1563,85024,Phoenix, AZ
1564,85335,Phoenix, AZ
1565,85013,Phoenix, AZ
1566,85297,Phoenix, AZ
1567,85085,Phoenix, AZ
1568,85040,Phoenix, AZ
1569,85259,Phoenix, AZ
1570,85381,Phoenix, AZ
1571,85304,Phoenix, AZ
1572,85303,Phoenix, AZ
1573,85388,Phoenix, AZ
1574,85306,Phoenix, AZ
1575,85006,Phoenix, AZ
1576,85250,Phoenix, AZ
1577,85043,Phoenix, AZ
1578,85031,Phoenix, AZ
1579,85253,Phoenix, AZ
1580,85139,Phoenix, AZ
1581,85083,Phoenix, AZ
1582,85128,Phoenix, AZ
1583,85305,Phoenix, AZ
1584,85054,Phoenix, AZ
1585,85012,Phoenix, AZ
1586,85378,Phoenix, AZ
1587,85307,Phoenix, AZ
1588,15212,Pittsburgh, PA
1589,15217,Pittsburgh, PA
1590,15203,Pittsburgh, PA
1591,15211,Pittsburgh, PA
1592,34997,Port St. Lucie, FL
1593,34952,Port St. Lucie, FL
1594,34957,Port St. Lucie, FL
1595,97229,Portland, OR
1596,97124,Portland, OR
1597,97206,Portland, OR
1598,97223,Portland, OR
1599,98661,Portland, OR
1600,97006,Portland, OR
1601,97007,Portland, OR
1602,97123,Portland, OR
1603,97030,Portland, OR
1604,97219,Portland, OR
1605,97217,Portland, OR
1606,97224,Portland, OR
1607,97230,Portland, OR
1608,97209,Portland, OR
1609,97214,Portland, OR
1610,97233,Portland, OR
1611,98683,Portland, OR
1612,97213,Portland, OR
1613,97211,Portland, OR
1614,97236,Portland, OR
1615,97203,Portland, OR
1616,97266,Portland, OR
1617,97035,Portland, OR
1618,97212,Portland, OR
1619,97201,Portland, OR
1620,97239,Portland, OR
1621,97232,Portland, OR
1622,97210,Portland, OR
1623,97216,Portland, OR
1624,2895,Providence, RI
1625,2840,Providence, RI
1626,2906,Providence, RI
1627,2809,Providence, RI
1628,2871,Providence, RI
1629,2903,Providence, RI
1630,27587,Raleigh, NC
1631,27610,Raleigh, NC
1632,27519,Raleigh, NC
1633,27603,Raleigh, NC
1634,27529,Raleigh, NC
1635,27526,Raleigh, NC
1636,27606,Raleigh, NC
1637,27616,Raleigh, NC
1638,27613,Raleigh, NC
1639,27513,Raleigh, NC
1640,27615,Raleigh, NC
1641,27612,Raleigh, NC
1642,27604,Raleigh, NC
1643,27609,Raleigh, NC
1644,27520,Raleigh, NC
1645,27560,Raleigh, NC
1646,27502,Raleigh, NC
1647,27540,Raleigh, NC
1648,27511,Raleigh, NC
1649,27614,Raleigh, NC
1650,27545,Raleigh, NC
1651,27527,Raleigh, NC
1652,27617,Raleigh, NC
1653,27607,Raleigh, NC
1654,27518,Raleigh, NC
1655,27601,Raleigh, NC
1656,23223,Richmond, VA
1657,23112,Richmond, VA
1658,23225,Richmond, VA
1659,23803,Richmond, VA
1660,23220,Richmond, VA
1661,23234,Richmond, VA
1662,23224,Richmond, VA
1663,23228,Richmond, VA
1664,23831,Richmond, VA
1665,23060,Richmond, VA
1666,23059,Richmond, VA
1667,23227,Richmond, VA
1668,23222,Richmond, VA
1669,23221,Richmond, VA
1670,23226,Richmond, VA
1671,23219,Richmond, VA
1672,91709,Riverside, CA
1673,92592,Riverside, CA
1674,91730,Riverside, CA
1675,91710,Riverside, CA
1676,92563,Riverside, CA
1677,92562,Riverside, CA
1678,92399,Riverside, CA
1679,92880,Riverside, CA
1680,91786,Riverside, CA
1681,92507,Riverside, CA
1682,92346,Riverside, CA
1683,92260,Riverside, CA
1684,92407,Riverside, CA
1685,91762,Riverside, CA
1686,91761,Riverside, CA
1687,92211,Riverside, CA
1688,92530,Riverside, CA
1689,91764,Riverside, CA
1690,92584,Riverside, CA
1691,92307,Riverside, CA
1692,92262,Riverside, CA
1693,92373,Riverside, CA
1694,92591,Riverside, CA
1695,92374,Riverside, CA
1696,92879,Riverside, CA
1697,91701,Riverside, CA
1698,92270,Riverside, CA
1699,91739,Riverside, CA
1700,92586,Riverside, CA
1701,92595,Riverside, CA
1702,92555,Riverside, CA
1703,92284,Riverside, CA
1704,92508,Riverside, CA
1705,92881,Riverside, CA
1706,92551,Riverside, CA
1707,91737,Riverside, CA
1708,92532,Riverside, CA
1709,91708,Riverside, CA
1710,14607,Rochester, NY
