,Studio,One Bedroom,Two Bedroom,Three Bedroom,Four Bedroom,County,Population,State
1442,1088,1265,1637,2088,2557,Cumberland County,66715,ME
1443,906,974,1281,1695,1737,Cumberland County,1710,ME
1444,1088,1265,1637,2088,2557,Cumberland County,4495,ME
1445,1088,1265,1637,2088,2557,Cumberland County,19620,ME
1446,906,974,1281,1695,1737,Cumberland County,1550,ME
1447,1088,1265,1637,2088,2557,Cumberland County,25430,ME
1448,1088,1265,1637,2088,2557,Cumberland County,10090,ME
1449,1088,1265,1637,2088,2557,Cumberland County,18155,ME
1450,1088,1265,1637,2088,2557,Cumberland County,17730,ME
1451,1088,1265,1637,2088,2557,Cumberland County,8495,ME
1452,589,657,826,1117,1120,Franklin County,560,ME
1453,589,657,826,1117,1120,Franklin County,540,ME
1454,589,657,826,1117,1120,Franklin County,675,ME
1455,589,657,826,1117,1120,Franklin County,1430,ME
1456,589,657,826,1117,1120,Franklin County,100,ME
1457,589,657,826,1117,1120,Franklin County,285,ME
1458,589,657,826,1117,1120,Franklin County,630,ME
1459,589,657,826,1117,1120,Franklin County,460,ME
1460,589,657,826,1117,1120,Franklin County,7625,ME
1461,589,657,826,1117,1120,Franklin County,930,ME
1462,589,657,826,1117,1120,Franklin County,4685,ME
1463,589,657,826,1117,1120,Franklin County,785,ME
1464,589,657,826,1117,1120,Franklin County,1595,ME
1465,589,657,826,1117,1120,Franklin County,900,ME
1466,589,657,826,1117,1120,Franklin County,30,ME
1467,589,657,826,1117,1120,Franklin County,1025,ME
1468,589,657,826,1117,1120,Franklin County,935,ME
1469,589,657,826,1117,1120,Franklin County,165,ME
1470,589,657,826,1117,1120,Franklin County,170,ME
1471,589,657,826,1117,1120,Franklin County,115,ME
1472,589,657,826,1117,1120,Franklin County,1415,ME
1473,589,657,826,1117,1120,Franklin County,645,ME
1474,589,657,826,1117,1120,Franklin County,370,ME
1475,589,657,826,1117,1120,Franklin County,0,ME
1476,589,657,826,1117,1120,Franklin County,4010,ME
1477,589,657,826,1117,1120,Franklin County,105,ME
1478,785,813,959,1252,1300,Hancock County,320,ME
1479,785,813,959,1252,1300,Hancock County,85,ME
1480,785,813,959,1252,1300,Hancock County,5355,ME
1481,785,813,959,1252,1300,Hancock County,2660,ME
1482,785,813,959,1252,1300,Hancock County,855,ME
1483,785,813,959,1252,1300,Hancock County,880,ME
1484,785,813,959,1252,1300,Hancock County,4925,ME
1485,785,813,959,1252,1300,Hancock County,1275,ME
1486,785,813,959,1252,1300,Hancock County,135,ME
1487,785,813,959,1252,1300,Hancock County,145,ME
1488,785,813,959,1252,1300,Hancock County,1620,ME
1489,785,813,959,1252,1300,Hancock County,2070,ME
1490,785,813,959,1252,1300,Hancock County,380,ME
1491,785,813,959,1252,1300,Hancock County,45,ME
1492,785,813,959,1252,1300,Hancock County,7915,ME
1493,785,813,959,1252,1300,Hancock County,1450,ME
1494,785,813,959,1252,1300,Hancock County,45,ME
1495,785,813,959,1252,1300,Hancock County,1605,ME
1496,785,813,959,1252,1300,Hancock County,80,ME
1497,785,813,959,1252,1300,Hancock County,2350,ME
1498,785,813,959,1252,1300,Hancock County,1620,ME
1499,785,813,959,1252,1300,Hancock County,575,ME
1500,785,813,959,1252,1300,Hancock County,0,ME
1501,785,813,959,1252,1300,Hancock County,1840,ME
1502,785,813,959,1252,1300,Hancock County,4,ME
1503,785,813,959,1252,1300,Hancock County,2150,ME
1504,785,813,959,1252,1300,Hancock County,75,ME
1505,785,813,959,1252,1300,Hancock County,780,ME
1506,785,813,959,1252,1300,Hancock County,1215,ME
1507,785,813,959,1252,1300,Hancock County,1180,ME
1508,785,813,959,1252,1300,Hancock County,370,ME
1509,785,813,959,1252,1300,Hancock County,1685,ME
1510,785,813,959,1252,1300,Hancock County,1140,ME
1511,785,813,959,1252,1300,Hancock County,1065,ME
1512,785,813,959,1252,1300,Hancock County,1605,ME
1513,785,813,959,1252,1300,Hancock County,490,ME
1514,785,813,959,1252,1300,Hancock County,1400,ME
1515,785,813,959,1252,1300,Hancock County,1775,ME
1516,785,813,959,1252,1300,Hancock County,525,ME
1517,785,813,959,1252,1300,Hancock County,320,ME
1518,785,813,959,1252,1300,Hancock County,455,ME
1519,693,704,888,1128,1311,Kennebec County,1975,ME
1520,693,704,888,1128,1311,Kennebec County,18625,ME
1521,693,704,888,1128,1311,Kennebec County,3150,ME
1522,693,704,888,1128,1311,Kennebec County,2690,ME
1523,693,704,888,1128,1311,Kennebec County,2705,ME
1524,693,704,888,1128,1311,Kennebec County,4265,ME
1525,693,704,888,1128,1311,Kennebec County,3375,ME
1526,693,704,888,1128,1311,Kennebec County,2910,ME
1527,693,704,888,1128,1311,Kennebec County,1045,ME
1528,693,704,888,1128,1311,Kennebec County,5670,ME
1529,693,704,888,1128,1311,Kennebec County,2455,ME
1530,693,704,888,1128,1311,Kennebec County,3610,ME
1531,693,704,888,1128,1311,Kennebec County,2555,ME
1532,693,704,888,1128,1311,Kennebec County,4085,ME
1533,693,704,888,1128,1311,Kennebec County,1585,ME
1534,693,704,888,1128,1311,Kennebec County,6220,ME
1535,693,704,888,1128,1311,Kennebec County,2630,ME
1536,693,704,888,1128,1311,Kennebec County,2010,ME
1537,693,704,888,1128,1311,Kennebec County,2555,ME
1538,693,704,888,1128,1311,Kennebec County,1060,ME
1539,693,704,888,1128,1311,Kennebec County,4275,ME
1540,693,704,888,1128,1311,Kennebec County,40,ME
1541,693,704,888,1128,1311,Kennebec County,4330,ME
1542,693,704,888,1128,1311,Kennebec County,450,ME
1543,693,704,888,1128,1311,Kennebec County,16375,ME
1544,693,704,888,1128,1311,Kennebec County,1090,ME
1545,693,704,888,1128,1311,Kennebec County,3380,ME
1546,693,704,888,1128,1311,Kennebec County,2560,ME
1547,693,704,888,1128,1311,Kennebec County,7610,ME
1548,693,704,888,1128,1311,Kennebec County,6005,ME
1549,818,829,1005,1332,1363,Knox County,1360,ME
1550,818,829,1005,1332,1363,Knox County,4835,ME
1551,818,829,1005,1332,1363,Knox County,0,ME
1552,818,829,1005,1332,1363,Knox County,1475,ME
1553,818,829,1005,1332,1363,Knox County,1035,ME
1554,818,829,1005,1332,1363,Knox County,1520,ME
1555,818,829,1005,1332,1363,Knox County,25,ME
1556,818,829,1005,1332,1363,Knox County,80,ME
1557,818,829,1005,1332,1363,Knox County,10,ME
1558,818,829,1005,1332,1363,Knox County,540,ME
1559,818,829,1005,1332,1363,Knox County,1560,ME
1560,818,829,1005,1332,1363,Knox County,7205,ME
1561,818,829,1005,1332,1363,Knox County,3355,ME
1562,818,829,1005,1332,1363,Knox County,2585,ME
1563,818,829,1005,1332,1363,Knox County,1455,ME
1564,818,829,1005,1332,1363,Knox County,2765,ME
1565,818,829,1005,1332,1363,Knox County,2505,ME
1566,818,829,1005,1332,1363,Knox County,1170,ME
1567,818,829,1005,1332,1363,Knox County,4705,ME
1568,818,829,1005,1332,1363,Knox County,1515,ME
1569,802,807,1062,1313,1738,Lincoln County,775,ME
1570,802,807,1062,1313,1738,Lincoln County,3105,ME
1571,802,807,1062,1313,1738,Lincoln County,1985,ME
1572,802,807,1062,1313,1738,Lincoln County,820,ME
1573,802,807,1062,1313,1738,Lincoln County,2730,ME
1574,802,807,1062,1313,1738,Lincoln County,2015,ME
1575,802,807,1062,1313,1738,Lincoln County,1790,ME
1576,802,807,1062,1313,1738,Lincoln County,1080,ME
1577,802,807,1062,1313,1738,Lincoln County,0,ME
1578,802,807,1062,1313,1738,Lincoln County,2490,ME
1579,802,807,1062,1313,1738,Lincoln County,0,ME
1580,802,807,1062,1313,1738,Lincoln County,50,ME
1581,802,807,1062,1313,1738,Lincoln County,1655,ME
1582,802,807,1062,1313,1738,Lincoln County,1715,ME
1583,802,807,1062,1313,1738,Lincoln County,445,ME
1584,802,807,1062,1313,1738,Lincoln County,1000,ME
1585,802,807,1062,1313,1738,Lincoln County,600,ME
1586,802,807,1062,1313,1738,Lincoln County,4995,ME
1587,802,807,1062,1313,1738,Lincoln County,720,ME
1588,802,807,1062,1313,1738,Lincoln County,2370,ME
1589,802,807,1062,1313,1738,Lincoln County,3675,ME
1590,672,676,890,1100,1372,Oxford County,550,ME
1591,672,676,890,1100,1372,Oxford County,2645,ME
1592,672,676,890,1100,1372,Oxford County,1430,ME
1593,672,676,890,1100,1372,Oxford County,1960,ME
1594,672,676,890,1100,1372,Oxford County,95,ME
1595,672,676,890,1100,1372,Oxford County,820,ME
1596,672,676,890,1100,1372,Oxford County,1090,ME
1597,672,676,890,1100,1372,Oxford County,2020,ME
1598,672,676,890,1100,1372,Oxford County,3410,ME
1599,672,676,890,1100,1372,Oxford County,105,ME
1600,672,676,890,1100,1372,Oxford County,700,ME
1601,672,676,890,1100,1372,Oxford County,180,ME
1602,672,676,890,1100,1372,Oxford County,1135,ME
1603,672,676,890,1100,1372,Oxford County,1850,ME
1604,672,676,890,1100,1372,Oxford County,1730,ME
1605,672,676,890,1100,1372,Oxford County,40,ME
1606,672,676,890,1100,1372,Oxford County,1060,ME
1607,672,676,890,1100,1372,Oxford County,35,ME
1608,672,676,890,1100,1372,Oxford County,2620,ME
1609,672,676,890,1100,1372,Oxford County,170,ME
1610,672,676,890,1100,1372,Oxford County,360,ME
1611,672,676,890,1100,1372,Oxford County,4,ME
1612,672,676,890,1100,1372,Oxford County,4960,ME
1613,672,676,890,1100,1372,Oxford County,2630,ME
1614,672,676,890,1100,1372,Oxford County,4045,ME
1615,672,676,890,1100,1372,Oxford County,5150,ME
1616,672,676,890,1100,1372,Oxford County,1360,ME
1617,672,676,890,1100,1372,Oxford County,1600,ME
1618,672,676,890,1100,1372,Oxford County,250,ME
1619,672,676,890,1100,1372,Oxford County,5730,ME
1620,672,676,890,1100,1372,Oxford County,430,ME
1621,672,676,890,1100,1372,Oxford County,335,ME
1622,672,676,890,1100,1372,Oxford County,395,ME
1623,672,676,890,1100,1372,Oxford County,1070,ME
1624,672,676,890,1100,1372,Oxford County,345,ME
1625,672,676,890,1100,1372,Oxford County,35,ME
1626,672,676,890,1100,1372,Oxford County,1455,ME
1627,672,676,890,1100,1372,Oxford County,2115,ME
1628,672,676,890,1100,1372,Oxford County,1330,ME
1629,660,720,948,1176,1286,Penobscot County,950,ME
1630,660,720,948,1176,1286,Penobscot County,195,ME
1631,742,855,1103,1368,1671,Penobscot County,32235,ME
1632,660,720,948,1176,1286,Penobscot County,1105,ME
1633,660,720,948,1176,1286,Penobscot County,1480,ME
1634,742,855,1103,1368,1671,Penobscot County,9165,ME
1635,660,720,948,1176,1286,Penobscot County,255,ME
1636,660,720,948,1176,1286,Penobscot County,2790,ME
1637,660,720,948,1176,1286,Penobscot County,135,ME
1638,660,720,948,1176,1286,Penobscot County,1470,ME
1639,660,720,948,1176,1286,Penobscot County,545,ME
1640,660,720,948,1176,1286,Penobscot County,730,ME
1641,660,720,948,1176,1286,Penobscot County,1920,ME
1642,660,720,948,1176,1286,Penobscot County,2840,ME
1643,660,720,948,1176,1286,Penobscot County,3765,ME
1644,660,720,948,1176,1286,Penobscot County,1270,ME
1645,660,720,948,1176,1286,Penobscot County,25,ME
1646,660,720,948,1176,1286,Penobscot County,210,ME
1647,660,720,948,1176,1286,Penobscot County,1785,ME
1648,742,855,1103,1368,1671,Penobscot County,2135,ME
1649,660,720,948,1176,1286,Penobscot County,120,ME
1650,660,720,948,1176,1286,Penobscot County,1530,ME
1651,660,720,948,1176,1286,Penobscot County,1140,ME
1652,660,720,948,1176,1286,Penobscot County,1060,ME
1653,660,720,948,1176,1286,Penobscot County,1235,ME
1654,742,855,1103,1368,1671,Penobscot County,4575,ME
1655,660,720,948,1176,1286,Penobscot County,1390,ME
1656,742,855,1103,1368,1671,Penobscot County,7315,ME
1657,742,855,1103,1368,1671,Penobscot County,5790,ME
1658,742,855,1103,1368,1671,Penobscot County,3070,ME
1659,660,720,948,1176,1286,Penobscot County,1205,ME
1660,660,720,948,1176,1286,Penobscot County,1690,ME
1661,742,855,1103,1368,1671,Penobscot County,1140,ME
1662,660,720,948,1176,1286,Penobscot County,90,ME
1663,660,720,948,1176,1286,Penobscot County,640,ME
1664,660,720,948,1176,1286,Penobscot County,90,ME
1665,660,720,948,1176,1286,Penobscot County,945,ME
1666,660,720,948,1176,1286,Penobscot County,2940,ME
1667,660,720,948,1176,1286,Penobscot County,4985,ME
1668,660,720,948,1176,1286,Penobscot County,360,ME
1669,660,720,948,1176,1286,Penobscot County,855,ME
1670,660,720,948,1176,1286,Penobscot County,130,ME
1671,660,720,948,1176,1286,Penobscot County,1100,ME
1672,742,855,1103,1368,1671,Penobscot County,3000,ME
1673,660,720,948,1176,1286,Penobscot County,4345,ME
1674,660,720,948,1176,1286,Penobscot County,210,ME
1675,660,720,948,1176,1286,Penobscot County,1575,ME
1676,660,720,948,1176,1286,Penobscot County,3250,ME
1677,660,720,948,1176,1286,Penobscot County,400,ME
1678,742,855,1103,1368,1671,Penobscot County,7595,ME
1679,742,855,1103,1368,1671,Penobscot County,10915,ME
1680,742,855,1103,1368,1671,Penobscot County,3675,ME
1681,660,720,948,1176,1286,Penobscot County,480,ME
1682,660,720,948,1176,1286,Penobscot County,890,ME
1683,742,855,1103,1368,1671,Penobscot County,785,ME
1684,660,720,948,1176,1286,Penobscot County,1290,ME
1685,660,720,948,1176,1286,Penobscot County,275,ME
1686,660,720,948,1176,1286,Penobscot County,55,ME
1687,660,720,948,1176,1286,Penobscot County,365,ME
1688,660,720,948,1176,1286,Penobscot County,425,ME
1689,660,720,948,1176,1286,Penobscot County,1460,ME
1690,660,720,948,1176,1286,Penobscot County,0,ME
1691,742,855,1103,1368,1671,Penobscot County,1960,ME
1692,660,720,948,1176,1286,Penobscot County,70,ME
1693,660,720,948,1176,1286,Penobscot County,0,ME
1694,660,720,948,1176,1286,Penobscot County,560,ME
1695,660,720,948,1176,1286,Penobscot County,270,ME
1696,611,615,767,1022,1313,Piscataquis County,615,ME
1697,611,615,767,1022,1313,Piscataquis County,320,ME
1698,611,615,767,1022,1313,Piscataquis County,145,ME
1699,611,615,767,1022,1313,Piscataquis County,35,ME
1700,611,615,767,1022,1313,Piscataquis County,135,ME
1701,611,615,767,1022,1313,Piscataquis County,1180,ME
1702,611,615,767,1022,1313,Piscataquis County,4075,ME
1703,611,615,767,1022,1313,Piscataquis County,1695,ME
1704,611,615,767,1022,1313,Piscataquis County,1465,ME
1705,611,615,767,1022,1313,Piscataquis County,4,ME
1706,611,615,767,1022,1313,Piscataquis County,110,ME
1707,611,615,767,1022,1313,Piscataquis County,240,ME
1708,611,615,767,1022,1313,Piscataquis County,2525,ME
1709,611,615,767,1022,1313,Piscataquis County,585,ME
1710,611,615,767,1022,1313,Piscataquis County,385,ME
1711,611,615,767,1022,1313,Piscataquis County,70,ME
1712,611,615,767,1022,1313,Piscataquis County,780,ME
1713,611,615,767,1022,1313,Piscataquis County,1345,ME
1714,611,615,767,1022,1313,Piscataquis County,570,ME
1715,611,615,767,1022,1313,Piscataquis County,200,ME
1716,611,615,767,1022,1313,Piscataquis County,195,ME
1717,611,615,767,1022,1313,Piscataquis County,190,ME
1718,611,615,767,1022,1313,Piscataquis County,90,ME
1719,744,911,1120,1472,1709,Sagadahoc County,415,ME
1720,744,911,1120,1472,1709,Sagadahoc County,8315,ME
1721,744,911,1120,1472,1709,Sagadahoc County,3115,ME
1722,744,911,1120,1472,1709,Sagadahoc County,2920,ME
1723,744,911,1120,1472,1709,Sagadahoc County,920,ME
1724,744,911,1120,1472,1709,Sagadahoc County,0,ME
1725,744,911,1120,1472,1709,Sagadahoc County,2200,ME
1726,744,911,1120,1472,1709,Sagadahoc County,3395,ME
1727,744,911,1120,1472,1709,Sagadahoc County,8735,ME
1728,744,911,1120,1472,1709,Sagadahoc County,2065,ME
1729,744,911,1120,1472,1709,Sagadahoc County,3070,ME
1730,591,646,850,1084,1225,Somerset County,2640,ME
1731,591,646,850,1084,1225,Somerset County,970,ME
1732,591,646,850,1084,1225,Somerset County,850,ME
1733,591,646,850,1084,1225,Somerset County,55,ME
1734,591,646,850,1084,1225,Somerset County,445,ME
1735,591,646,850,1084,1225,Somerset County,2355,ME
1736,591,646,850,1084,1225,Somerset County,105,ME
1737,591,646,850,1084,1225,Somerset County,290,ME
1738,591,646,850,1084,1225,Somerset County,1375,ME
1739,591,646,850,1084,1225,Somerset County,25,ME
1740,591,646,850,1084,1225,Somerset County,920,ME
1741,591,646,850,1084,1225,Somerset County,920,ME
1742,591,646,850,1084,1225,Somerset County,6610,ME
1743,591,646,850,1084,1225,Somerset County,995,ME
1744,591,646,850,1084,1225,Somerset County,1675,ME
1745,591,646,850,1084,1225,Somerset County,35,ME
1746,591,646,850,1084,1225,Somerset County,685,ME
1747,591,646,850,1084,1225,Somerset County,4725,ME
1748,591,646,850,1084,1225,Somerset County,670,ME
1749,591,646,850,1084,1225,Somerset County,195,ME
1750,591,646,850,1084,1225,Somerset County,570,ME
1751,591,646,850,1084,1225,Somerset County,665,ME
1752,591,646,850,1084,1225,Somerset County,3265,ME
1753,591,646,850,1084,1225,Somerset County,280,ME
1754,591,646,850,1084,1225,Somerset County,10,ME
1755,591,646,850,1084,1225,Somerset County,2055,ME
1756,591,646,850,1084,1225,Somerset County,4070,ME
1757,591,646,850,1084,1225,Somerset County,95,ME
1758,591,646,850,1084,1225,Somerset County,435,ME
1759,591,646,850,1084,1225,Somerset County,2170,ME
1760,591,646,850,1084,1225,Somerset County,60,ME
1761,591,646,850,1084,1225,Somerset County,8345,ME
1762,591,646,850,1084,1225,Somerset County,865,ME
1763,591,646,850,1084,1225,Somerset County,915,ME
1764,591,646,850,1084,1225,Somerset County,600,ME
1765,591,646,850,1084,1225,Somerset County,20,ME
1766,591,646,850,1084,1225,Somerset County,20,ME
1767,837,842,1041,1287,1675,Waldo County,6680,ME
1768,837,842,1041,1287,1675,Waldo County,930,ME
1769,837,842,1041,1287,1675,Waldo County,970,ME
1770,837,842,1041,1287,1675,Waldo County,1205,ME
1771,837,842,1041,1287,1675,Waldo County,985,ME
1772,837,842,1041,1287,1675,Waldo County,715,ME
1773,837,842,1041,1287,1675,Waldo County,760,ME
1774,837,842,1041,1287,1675,Waldo County,690,ME
1775,837,842,1041,1287,1675,Waldo County,825,ME
1776,837,842,1041,1287,1675,Waldo County,880,ME
1777,837,842,1041,1287,1675,Waldo County,1965,ME
1778,837,842,1041,1287,1675,Waldo County,965,ME
1779,837,842,1041,1287,1675,Waldo County,825,ME
1780,837,842,1041,1287,1675,Waldo County,1005,ME
1781,837,842,1041,1287,1675,Waldo County,1865,ME
1782,837,842,1041,1287,1675,Waldo County,1485,ME
1783,837,842,1041,1287,1675,Waldo County,750,ME
1784,837,842,1041,1287,1675,Waldo County,1495,ME
1785,837,842,1041,1287,1675,Waldo County,2645,ME
1786,837,842,1041,1287,1675,Waldo County,1460,ME
1787,837,842,1041,1287,1675,Waldo County,1275,ME
1788,837,842,1041,1287,1675,Waldo County,805,ME
1789,837,842,1041,1287,1675,Waldo County,985,ME
1790,837,842,1041,1287,1675,Waldo County,2355,ME
1791,837,842,1041,1287,1675,Waldo County,885,ME
1792,837,842,1041,1287,1675,Waldo County,3870,ME
1793,635,639,841,1049,1221,Washington County,1080,ME
1794,635,639,841,1049,1221,Washington County,505,ME
1795,635,639,841,1049,1221,Washington County,1390,ME
1796,635,639,841,1049,1221,Washington County,255,ME
1797,635,639,841,1049,1221,Washington County,405,ME
