,Year,Studio,One Bedroom,Two Bedroom,Three Bedroom,Four Bedroom,County,Population,acs_2019_2,State,fmr_type,fmr_pct_chg,fmr_dollar_chg
926,2020,471,575,714,938,1017,Ripley County,28370,688,IN,40,0.0377907,26
927,2020,500,542,714,890,994,Rush County,16765,688,IN,40,0.0377907,26
928,2020,598,687,840,1082,1138,St. Joseph County,268615,810,IN,40,0.037037,30
929,2020,564,607,799,1025,1134,Scott County,23720,815,IN,40,-0.019632,-16
930,2020,674,778,946,1256,1439,Shelby County,44340,918,IN,40,0.0305011,28
931,2020,465,548,714,972,1121,Spencer County,20610,688,IN,40,0.0377907,26
932,2020,500,548,714,958,967,Starke County,22965,691,IN,40,0.0332851,23
933,2020,579,599,789,999,1129,Steuben County,34460,744,IN,40,0.0604839,45
934,2020,521,601,791,986,1318,Sullivan County,20900,807,IN,40,-0.019827,-16
935,2020,469,543,714,998,1002,Switzerland County,10615,688,IN,40,0.0377907,26
936,2020,620,721,837,1127,1438,Tippecanoe County,186080,830,IN,40,0.0084337,7
937,2020,567,649,810,1009,1097,Tipton County,15290,773,IN,40,0.0478655,37
938,2020,471,542,714,894,1006,Union County,7225,734,IN,40,-0.027248,-20
939,2020,565,624,793,1035,1097,Vanderburgh County,181830,788,IN,40,0.00634518,5
940,2020,513,625,788,1008,1183,Vermillion County,15645,805,IN,40,-0.021118,-17
941,2020,513,625,788,1008,1183,Vigo County,107725,805,IN,40,-0.021118,-17
942,2020,504,550,720,897,975,Wabash County,31850,688,IN,40,0.0465116,32
943,2020,516,559,736,1028,1181,Warren County,8270,706,IN,40,0.0424929,30
944,2020,565,624,793,1035,1097,Warrick County,61580,788,IN,40,0.00634518,5
945,2020,504,542,714,997,1091,Washington County,27805,695,IN,40,0.0273381,19
946,2020,476,550,725,933,1010,Wayne County,66970,688,IN,40,0.0537791,37
947,2020,511,611,767,988,1084,Wells County,27830,778,IN,40,-0.014139,-11
948,2020,514,557,733,1032,1049,White County,24280,692,IN,40,0.0592486,41
949,2020,511,611,767,988,1084,Whitley County,33480,778,IN,40,-0.014139,-11
950,2020,497,530,687,966,1000,Adair County,7190,664,IA,40,0.0346386,23
951,2020,497,522,687,962,1114,Adams County,3785,664,IA,40,0.0346386,23
952,2020,497,522,687,910,988,Allamakee County,13940,664,IA,40,0.0346386,23
953,2020,497,522,687,856,944,Appanoose County,12545,664,IA,40,0.0346386,23
954,2020,497,522,687,876,931,Audubon County,5710,664,IA,40,0.0346386,23
955,2020,470,535,687,882,1018,Benton County,25645,683,IA,40,0.00585652,4
956,2020,517,604,763,996,1249,Black Hawk County,132960,836,IA,40,-0.087320574,-73
957,2020,538,607,744,997,1121,Boone County,26380,718,IA,40,0.0362117,26
958,2020,470,522,687,856,1079,Bremer County,24740,740,IA,40,-0.071621622,-53
959,2020,479,541,696,939,943,Buchanan County,21100,682,IA,40,0.0205279,14
960,2020,448,537,687,941,1011,Buena Vista County,20370,664,IA,40,0.0346386,23
961,2020,497,522,687,901,931,Butler County,14820,664,IA,40,0.0346386,23
962,2020,497,604,687,872,992,Calhoun County,9815,664,IA,40,0.0346386,23
963,2020,497,522,687,927,931,Carroll County,20430,664,IA,40,0.0346386,23
964,2020,497,602,687,895,931,Cass County,13325,664,IA,40,0.0346386,23
965,2020,538,565,744,959,1008,Cedar County,18370,722,IA,40,0.0304709,22
966,2020,495,576,759,980,1187,Cerro Gordo County,43135,744,IA,40,0.0201613,15
967,2020,497,559,687,991,1047,Cherokee County,11575,664,IA,40,0.0346386,23
968,2020,497,591,687,991,1111,Chickasaw County,12140,664,IA,40,0.0346386,23
969,2020,548,575,757,961,1025,Clarke County,9265,743,IA,40,0.0188425,14
970,2020,497,522,687,968,1154,Clay County,16385,664,IA,40,0.0346386,23
971,2020,482,522,687,856,931,Clayton County,17710,664,IA,40,0.0346386,23
972,2020,502,567,741,947,1048,Clinton County,47585,723,IA,40,0.0248963,18
973,2020,497,541,687,856,931,Crawford County,17130,664,IA,40,0.0346386,23
974,2020,603,730,900,1215,1323,Dallas County,80865,910,IA,40,-0.010989,-10
975,2020,503,550,695,911,945,Davis County,8835,692,IA,40,0.00433526,3
976,2020,518,522,687,865,1146,Decatur County,8105,664,IA,40,0.0346386,23
977,2020,497,522,687,991,1171,Delaware County,17325,664,IA,40,0.0346386,23
978,2020,528,615,810,1058,1322,Des Moines County,39875,749,IA,40,0.081441923,61
979,2020,543,569,750,947,1016,Dickinson County,17000,725,IA,40,0.0344828,25
980,2020,510,595,783,1048,1290,Dubuque County,96570,793,IA,40,-0.01261,-10
981,2020,497,522,687,946,949,Emmet County,9660,664,IA,40,0.0346386,23
982,2020,496,522,687,856,931,Fayette County,20140,664,IA,40,0.0346386,23
983,2020,497,547,687,957,994,Floyd County,15905,664,IA,40,0.0346386,23
984,2020,497,522,687,927,931,Franklin County,10325,664,IA,40,0.0346386,23
985,2020,497,522,687,871,952,Fremont County,6985,664,IA,40,0.0346386,23
986,2020,497,522,687,913,982,Greene County,9045,664,IA,40,0.0346386,23
987,2020,517,604,763,996,1249,Grundy County,12355,836,IA,40,-0.087320574,-73
988,2020,603,730,900,1215,1323,Guthrie County,10665,910,IA,40,-0.010989,-10
989,2020,513,553,709,884,1245,Hamilton County,15200,699,IA,40,0.0143062,10
990,2020,497,546,687,873,1146,Hancock County,10970,664,IA,40,0.0346386,23
991,2020,497,522,687,973,984,Hardin County,17240,664,IA,40,0.0346386,23
992,2020,650,762,946,1272,1419,Harrison County,14195,927,IA,40,0.0204962,19
993,2020,514,613,710,958,962,Henry County,19865,679,IA,40,0.0456554,31
994,2020,497,604,687,973,1012,Howard County,9320,664,IA,40,0.0346386,23
995,2020,497,522,687,952,1009,Humboldt County,9585,664,IA,40,0.0346386,23
996,2020,497,544,687,967,1066,Ida County,6965,664,IA,40,0.0346386,23
997,2020,497,532,687,991,1206,Iowa County,16230,664,IA,40,0.0346386,23
998,2020,497,560,687,991,1113,Jackson County,19410,664,IA,40,0.0346386,23
999,2020,512,552,727,1012,1149,Jasper County,36790,711,IA,40,0.0225035,16
1000,2020,484,564,743,926,1278,Jefferson County,17945,746,IA,40,-0.0040214,-3
1001,2020,705,774,1011,1458,1775,Johnson County,144425,902,IA,40,0.120842572,109
1002,2020,448,522,687,944,991,Jones County,20470,665,IA,40,0.0330827,22
1003,2020,497,550,687,924,1054,Keokuk County,10225,664,IA,40,0.0346386,23
1004,2020,517,522,687,894,931,Kossuth County,15165,664,IA,40,0.0346386,23
1005,2020,450,550,690,912,1085,Lee County,34785,679,IA,40,0.0162003,11
1006,2020,506,590,777,1104,1221,Linn County,220010,812,IA,40,-0.043103,-35
1007,2020,477,535,705,892,955,Louisa County,11240,705,IA,40,0.0,0
1008,2020,571,599,789,983,1069,Lucas County,8600,763,IA,40,0.034076,26
1009,2020,497,522,687,891,1003,Lyon County,11745,664,IA,40,0.0346386,23
1010,2020,603,730,900,1215,1323,Madison County,15720,910,IA,40,-0.010989,-10
1011,2020,508,533,702,880,964,Mahaska County,22300,700,IA,40,0.00285714,2
1012,2020,566,569,734,915,1027,Marion County,33125,734,IA,40,0.0,0
1013,2020,502,602,771,978,1044,Marshall County,40475,725,IA,40,0.063448276,46
1014,2020,650,762,946,1272,1419,Mills County,14935,927,IA,40,0.0204962,19
1015,2020,497,522,687,856,931,Mitchell County,10665,664,IA,40,0.0346386,23
1016,2020,497,522,687,923,992,Monona County,8865,664,IA,40,0.0346386,23
1017,2020,521,547,720,897,989,Monroe County,7910,693,IA,40,0.038961,27
1018,2020,497,522,687,927,931,Montgomery County,10240,664,IA,40,0.0346386,23
1019,2020,540,629,829,1049,1292,Muscatine County,42925,853,IA,40,-0.028136,-24
1020,2020,497,522,687,958,961,O'Brien County,13945,664,IA,40,0.0346386,23
1021,2020,497,522,687,883,931,Osceola County,6150,664,IA,40,0.0346386,23
1022,2020,497,522,687,916,1160,Page County,15395,664,IA,40,0.0346386,23
1023,2020,497,522,687,891,1123,Palo Alto County,9110,664,IA,40,0.0346386,23
1024,2020,448,564,687,991,996,Plymouth County,25025,664,IA,40,0.0346386,23
1025,2020,497,524,687,886,931,Pocahontas County,6970,664,IA,40,0.0346386,23
1026,2020,603,730,900,1215,1323,Polk County,467235,910,IA,40,-0.010989,-10
1027,2020,650,762,946,1272,1419,Pottawattamie County,93285,927,IA,40,0.0204962,19
1028,2020,529,555,731,938,1077,Poweshiek County,18430,713,IA,40,0.0252454,18
1029,2020,497,536,687,976,1029,Ringgold County,4985,664,IA,40,0.0346386,23
1030,2020,497,545,687,980,1043,Sac County,9935,664,IA,40,0.0346386,23
1031,2020,524,615,778,1028,1169,Scott County,171495,830,IA,40,-0.062650602,-52
1032,2020,497,522,687,931,1023,Shelby County,11770,681,IA,40,0.0088106,6
1033,2020,497,522,687,985,995,Sioux County,34690,667,IA,40,0.029985,20
1034,2020,684,706,857,1191,1417,Story County,95890,917,IA,40,-0.065430752,-60
1035,2020,488,527,694,865,987,Tama County,17235,696,IA,40,-0.0028736,-2
1036,2020,448,522,687,856,931,Taylor County,6215,664,IA,40,0.0346386,23
1037,2020,562,565,687,947,950,Union County,12495,664,IA,40,0.0346386,23
1038,2020,497,604,687,940,944,Van Buren County,7310,664,IA,40,0.0346386,23
1039,2020,497,556,732,939,1055,Wapello County,35320,732,IA,40,0.0,0
1040,2020,603,730,900,1215,1323,Warren County,48630,910,IA,40,-0.010989,-10
1041,2020,564,611,805,1003,1141,Washington County,22095,733,IA,40,0.098226467,72
1042,2020,497,522,687,900,931,Wayne County,6405,664,IA,40,0.0346386,23
1043,2020,524,528,687,929,932,Webster County,36945,664,IA,40,0.0346386,23
1044,2020,497,522,687,936,997,Winnebago County,10545,664,IA,40,0.0346386,23
1045,2020,497,522,687,937,940,Winneshiek County,20575,664,IA,40,0.0346386,23
1046,2020,523,610,803,1001,1088,Woodbury County,102395,820,IA,40,-0.020732,-17
1047,2020,497,586,687,971,1141,Worth County,7500,664,IA,40,0.0346386,23
1048,2020,488,522,687,856,931,Wright County,12865,664,IA,40,0.0346386,23
1049,2020,539,542,714,890,1102,Allen County,12750,672,KS,40,0.0625,42
1050,2020,524,542,714,945,1197,Anderson County,7840,672,KS,40,0.0625,42
1051,2020,524,542,714,890,1100,Atchison County,16465,706,KS,40,0.0113314,8
1052,2020,524,542,714,890,967,Barber County,4905,672,KS,40,0.0625,42
1053,2020,539,542,714,898,1011,Barton County,27065,672,KS,40,0.0625,42
1054,2020,539,542,714,949,967,Bourbon County,14755,672,KS,40,0.0625,42
1055,2020,524,542,714,897,1053,Brown County,9735,672,KS,40,0.0625,42
1056,2020,536,630,822,1121,1372,Butler County,66260,787,KS,40,0.0444727,35
1057,2020,524,543,714,910,1039,Chase County,2665,672,KS,40,0.0625,42
1058,2020,535,554,729,908,1061,Chautauqua County,3425,743,KS,40,-0.018843,-14
1059,2020,527,549,718,895,992,Cherokee County,20500,672,KS,40,0.068452381,46
1060,2020,524,627,714,1030,1039,Cheyenne County,2675,672,KS,40,0.0625,42
1061,2020,596,617,812,1057,1100,Clark County,2090,744,KS,40,0.091397849,68
1062,2020,606,610,803,1056,1260,Clay County,8205,808,KS,40,-0.0061881,-5
1063,2020,524,542,714,932,1036,Cloud County,9190,672,KS,40,0.0625,42
1064,2020,524,546,714,946,1100,Coffey County,8330,672,KS,40,0.0625,42
1065,2020,524,542,714,890,1039,Comanche County,1740,672,KS,40,0.0625,42
1066,2020,532,550,725,957,1009,Cowley County,35730,672,KS,40,0.078869048,53
1067,2020,545,548,722,1018,1055,Crawford County,39100,704,KS,40,0.0255682,18
1068,2020,524,542,714,983,1039,Decatur County,2890,672,KS,40,0.0625,42
1069,2020,539,542,714,964,967,Dickinson County,19160,678,KS,40,0.0530973,36
1070,2020,555,610,797,1064,1142,Doniphan County,7790,761,KS,40,0.0473062,36
1071,2020,693,733,930,1342,1633,Douglas County,117805,918,KS,40,0.0130719,12
1072,2020,524,542,714,890,1039,Edwards County,2945,672,KS,40,0.0625,42
1073,2020,524,582,714,890,1199,Elk County,2580,672,KS,40,0.0625,42
1074,2020,532,550,725,920,1269,Ellis County,28875,694,KS,40,0.0446686,31
1075,2020,524,552,714,964,967,Ellsworth County,6330,672,KS,40,0.0625,42
1076,2020,579,602,790,993,1126,Finney County,37095,771,KS,40,0.0246433,19
1077,2020,562,582,766,1037,1136,Ford County,34660,737,KS,40,0.0393487,29
1078,2020,534,601,791,986,1137,Franklin County,25600,773,KS,40,0.0232859,18
1079,2020,724,729,960,1353,1685,Geary County,35795,962,KS,40,-0.002079,-2
1080,2020,524,602,714,890,967,Gove County,2630,672,KS,40,0.0625,42
1081,2020,524,627,714,959,1039,Graham County,2560,672,KS,40,0.0625,42
1082,2020,524,542,714,890,1039,Grant County,7715,672,KS,40,0.0625,42
1083,2020,524,542,714,890,995,Gray County,6005,672,KS,40,0.0625,42
1084,2020,524,542,714,929,1039,Greeley County,1210,688,KS,40,0.0377907,26
1085,2020,524,601,714,959,1061,Greenwood County,6225,672,KS,40,0.0625,42
1086,2020,524,542,714,890,967,Hamilton County,2620,684,KS,40,0.0438596,30
1087,2020,524,542,714,890,1128,Harper County,5745,672,KS,40,0.0625,42
1088,2020,536,630,822,1121,1372,Harvey County,34685,787,KS,40,0.0444727,35
1089,2020,576,596,785,978,1143,Haskell County,4080,833,KS,40,-0.057623,-48
1090,2020,524,577,714,964,967,Hodgeman County,1875,672,KS,40,0.0625,42
1091,2020,590,598,788,1020,1211,Jackson County,13320,785,KS,40,0.00382166,3
1092,2020,590,598,788,1020,1211,Jefferson County,18855,785,KS,40,0.00382166,3
1093,2020,524,600,714,911,967,Jewell County,2965,672,KS,40,0.0625,42
1094,2020,678,813,978,1314,1490,Johnson County,578795,953,KS,40,0.0262329,25
1095,2020,524,542,714,890,1039,Kearny County,3930,672,KS,40,0.0625,42
1096,2020,465,556,714,1021,1116,Kingman County,7575,672,KS,40,0.0625,42
1097,2020,465,627,714,1010,1254,Kiowa County,2525,672,KS,40,0.0625,42
1098,2020,465,542,714,957,1067,Labette County,20555,672,KS,40,0.0625,42
1099,2020,524,542,714,895,1039,Lane County,1700,672,KS,40,0.0625,42
1100,2020,678,813,978,1314,1490,Leavenworth County,79360,953,KS,40,0.0262329,25
1101,2020,524,596,714,913,1039,Lincoln County,3120,672,KS,40,0.0625,42
1102,2020,678,813,978,1314,1490,Linn County,9600,953,KS,40,0.0262329,25
1103,2020,524,542,714,1030,1175,Logan County,2790,672,KS,40,0.0625,42
1104,2020,480,542,714,1014,1130,Lyon County,33300,672,KS,40,0.0625,42
1105,2020,571,591,778,998,1108,McPherson County,28790,725,KS,40,0.073103448,53
1106,2020,524,542,714,890,967,Marion County,12085,672,KS,40,0.0625,42
1107,2020,524,542,714,937,1199,Marshall County,9860,672,KS,40,0.0625,42
1108,2020,524,548,714,964,967,Meade County,4295,672,KS,40,0.0625,42
1109,2020,678,813,978,1314,1490,Miami County,32975,953,KS,40,0.0262329,25
1110,2020,524,542,714,890,1039,Mitchell County,6230,672,KS,40,0.0625,42
1111,2020,539,542,714,943,1113,Montgomery County,33465,672,KS,40,0.0625,42
1112,2020,524,542,714,912,967,Morris County,5605,672,KS,40,0.0625,42
1113,2020,524,542,714,964,967,Morton County,2930,672,KS,40,0.0625,42
1114,2020,465,582,714,1012,1147,Nemaha County,10095,672,KS,40,0.0625,42
1115,2020,524,582,714,964,967,Neosho County,16210,672,KS,40,0.0625,42
1116,2020,524,627,714,1006,1009,Ness County,3000,672,KS,40,0.0625,42
1117,2020,524,627,714,974,1039,Norton County,5525,672,KS,40,0.0625,42
1118,2020,590,598,788,1020,1211,Osage County,15895,785,KS,40,0.00382166,3
1119,2020,524,624,714,1030,1039,Osborne County,3685,672,KS,40,0.0625,42
1120,2020,535,554,729,930,988,Ottawa County,5955,688,KS,40,0.059593,41
1121,2020,524,627,714,1030,1039,Pawnee County,6775,688,KS,40,0.0377907,26
1122,2020,524,627,714,940,967,Phillips County,5445,672,KS,40,0.0625,42
1123,2020,752,757,969,1334,1701,Pottawatomie County,23190,944,KS,40,0.0264831,25
1124,2020,554,587,756,942,1327,Pratt County,9670,729,KS,40,0.037037,27
1125,2020,524,542,714,890,967,Rawlins County,2520,672,KS,40,0.0625,42
1126,2020,489,569,750,935,1071,Reno County,63360,729,KS,40,0.0288066,21
1127,2020,524,627,714,1020,1024,Republic County,4705,672,KS,40,0.0625,42
1128,2020,524,603,714,1021,1180,Rice County,9870,672,KS,40,0.0625,42
1129,2020,752,757,969,1334,1701,Riley County,75695,944,KS,40,0.0264831,25
1130,2020,524,560,714,890,967,Rooks County,5150,672,KS,40,0.0625,42
1131,2020,524,587,714,1030,1137,Rush County,3120,672,KS,40,0.0625,42
1132,2020,524,542,714,980,1039,Russell County,6985,672,KS,40,0.0625,42
1133,2020,523,600,790,1016,1205,Saline County,55335,766,KS,40,0.0313316,24
1134,2020,524,542,714,890,1159,Scott County,4980,711,KS,40,0.00421941,3
1135,2020,536,630,822,1121,1372,Sedgwick County,510485,787,KS,40,0.0444727,35
1136,2020,495,609,759,960,1102,Seward County,22950,726,KS,40,0.0454545,33
1137,2020,590,598,788,1020,1211,Shawnee County,178390,785,KS,40,0.00382166,3
1138,2020,524,542,714,995,1039,Sheridan County,2495,672,KS,40,0.0625,42
1139,2020,558,578,761,948,1031,Sherman County,6000,733,KS,40,0.0381992,28
1140,2020,524,608,714,961,1039,Smith County,3695,672,KS,40,0.0625,42
1141,2020,524,542,714,890,967,Stafford County,4250,672,KS,40,0.0625,42
1142,2020,524,542,714,890,1039,Stanton County,2105,672,KS,40,0.0625,42
1143,2020,534,553,728,907,1130,Stevens County,5740,717,KS,40,0.0153417,11
1144,2020,482,561,739,963,1200,Sumner County,23335,697,KS,40,0.0602582,42
1145,2020,524,543,714,1030,1039,Thomas County,7845,672,KS,40,0.0625,42
1146,2020,524,542,714,890,967,Trego County,2900,672,KS,40,0.0625,42
1147,2020,590,598,788,1020,1211,Wabaunsee County,6920,785,KS,40,0.00382166,3
1148,2020,524,555,714,968,1039,Wallace County,1590,672,KS,40,0.0625,42
1149,2020,524,609,714,890,1019,Washington County,5570,672,KS,40,0.0625,42
1150,2020,524,542,714,1030,1039,Wichita County,2155,672,KS,40,0.0625,42
1151,2020,524,550,714,1028,1225,Wilson County,8860,672,KS,40,0.0625,42
1152,2020,524,542,714,890,1039,Woodson County,3180,672,KS,40,0.0625,42
1153,2020,678,813,978,1314,1490,Wyandotte County,163225,953,KS,40,0.0262329,25
1154,2020,476,479,631,852,1074,Adair County,19305,618,KY,40,0.0210356,13
1155,2020,493,497,654,869,1104,Allen County,20630,642,KY,40,0.0186916,12
1156,2020,517,630,728,983,986,Anderson County,22015,728,KY,40,0.0,0
1157,2020,484,517,681,849,923,Ballard County,8150,661,KY,40,0.0302572,20
1158,2020,470,540,662,883,897,Barren County,43420,639,KY,40,0.0359937,23
1159,2020,469,501,660,822,933,Bath County,12190,643,KY,40,0.0264386,17
1160,2020,448,527,631,852,855,Bell County,27470,618,KY,40,0.0210356,13
1161,2020,568,658,865,1185,1362,Boone County,127680,884,KY,40,-0.021493,-19
1162,2020,597,678,858,1189,1496,Bourbon County,20015,883,KY,40,-0.028313,-25
1163,2020,553,669,808,1086,1278,Boyd County,48485,734,KY,40,0.100817439,74
1164,2020,507,541,713,974,1165,Boyle County,29775,694,KY,40,0.0273775,19
1165,2020,568,658,865,1185,1362,Bracken County,8330,884,KY,40,-0.021493,-19
1166,2020,448,479,631,853,856,Breathitt County,13275,618,KY,40,0.0210356,13
1167,2020,498,501,631,786,937,Breckinridge County,19990,618,KY,40,0.0210356,13
1168,2020,614,713,872,1174,1331,Bullitt County,78620,853,KY,40,0.0222743,19
1169,2020,476,479,631,875,926,Butler County,12735,618,KY,40,0.0210356,13
1170,2020,448,542,631,786,856,Caldwell County,12745,618,KY,40,0.0210356,13
1171,2020,488,569,749,1011,1015,Calloway County,38615,678,KY,40,0.104719764,71
1172,2020,568,658,865,1185,1362,Campbell County,91805,884,KY,40,-0.021493,-19
1173,2020,463,526,651,812,884,Carlisle County,4890,653,KY,40,-0.0030628,-2
1174,2020,458,527,644,871,874,Carroll County,10695,675,KY,40,-0.045926,-31
1175,2020,448,479,631,786,930,Carter County,27385,618,KY,40,0.0210356,13
1176,2020,448,554,631,813,860,Casey County,15805,618,KY,40,0.0210356,13
1177,2020,578,691,869,1239,1477,Christian County,72440,867,KY,40,0.00230681,2
1178,2020,597,678,858,1189,1496,Clark County,35755,883,KY,40,-0.028313,-25
1179,2020,448,531,631,832,1090,Clay County,20865,618,KY,40,0.0210356,13
1180,2020,448,495,631,822,855,Clinton County,10210,618,KY,40,0.0210356,13
1181,2020,448,536,631,853,856,Crittenden County,9155,618,KY,40,0.0210356,13
1182,2020,429,495,631,786,856,Cumberland County,6745,618,KY,40,0.0210356,13
1183,2020,565,605,787,1027,1107,Daviess County,99260,746,KY,40,0.0549598,41
1184,2020,625,629,807,1035,1395,Edmonson County,12065,781,KY,40,0.0332907,26
1185,2020,451,482,635,791,862,Elliott County,7535,631,KY,40,0.00633914,4
1186,2020,448,479,631,786,921,Estill County,14380,618,KY,40,0.0210356,13
1187,2020,597,678,858,1189,1496,Fayette County,315110,883,KY,40,-0.028313,-25
1188,2020,448,479,631,786,856,Fleming County,14515,618,KY,40,0.0210356,13
1189,2020,454,488,631,810,1059,Floyd County,37445,618,KY,40,0.0210356,13
1190,2020,493,630,749,991,1193,Franklin County,49970,757,KY,40,-0.010568,-8
1191,2020,476,479,631,786,856,Fulton County,6260,618,KY,40,0.0210356,13
1192,2020,568,658,865,1185,1362,Gallatin County,8650,884,KY,40,-0.021493,-19
1193,2020,481,531,677,844,1019,Garrard County,17225,662,KY,40,0.0226586,15
1194,2020,629,649,776,1119,1362,Grant County,24800,799,KY,40,-0.028786,-23
1195,2020,448,479,631,845,855,Graves County,37260,618,KY,40,0.0210356,13
1196,2020,526,531,631,873,984,Grayson County,26130,618,KY,40,0.0210356,13
1197,2020,448,479,631,786,855,Green County,11045,618,KY,40,0.0210356,13
1198,2020,553,669,808,1086,1278,Greenup County,36010,734,KY,40,0.100817439,74
1199,2020,565,605,787,1027,1107,Hancock County,8700,746,KY,40,0.0549598,41
1200,2020,587,593,781,1127,1371,Hardin County,107700,766,KY,40,0.0195822,15
1201,2020,439,519,631,866,870,Harlan County,27550,618,KY,40,0.0210356,13
1202,2020,448,479,631,864,945,Harrison County,18630,618,KY,40,0.0210356,13
1203,2020,494,497,631,845,1024,Hart County,18530,618,KY,40,0.0210356,13
1204,2020,565,624,793,1035,1097,Henderson County,46250,788,KY,40,0.00634518,5
1205,2020,614,713,872,1174,1331,Henry County,15675,853,KY,40,0.0222743,19
1206,2020,448,495,631,852,855,Hickman County,4625,618,KY,40,0.0210356,13
1207,2020,463,494,651,878,941,Hopkins County,45985,628,KY,40,0.0366242,23
1208,2020,448,495,631,910,983,Jackson County,13370,618,KY,40,0.0210356,13
1209,2020,614,713,872,1174,1331,Jefferson County,764380,853,KY,40,0.0222743,19
1210,2020,597,678,858,1189,1496,Jessamine County,51665,883,KY,40,-0.028313,-25
1211,2020,448,494,631,852,855,Johnson County,23065,618,KY,40,0.0210356,13
1212,2020,568,658,865,1185,1362,Kenton County,163985,884,KY,40,-0.021493,-19
1213,2020,448,495,631,848,855,Knott County,15690,618,KY,40,0.0210356,13
1214,2020,448,515,631,885,1108,Knox County,31425,618,KY,40,0.0210356,13
1215,2020,587,593,781,1127,1371,Larue County,14100,766,KY,40,0.0195822,15
1216,2020,457,538,643,865,970,Laurel County,59900,642,KY,40,0.00155763,1
1217,2020,448,494,631,853,885,Lawrence County,15845,618,KY,40,0.0210356,13
1218,2020,448,490,631,853,856,Lee County,6715,618,KY,40,0.0210356,13
1219,2020,492,495,631,853,856,Leslie County,10650,618,KY,40,0.0210356,13
1220,2020,448,527,631,786,868,Letcher County,23010,625,KY,40,0.0096,6
1221,2020,448,535,631,885,899,Lewis County,13565,618,KY,40,0.0210356,13
1222,2020,448,479,631,827,875,Lincoln County,24415,618,KY,40,0.0210356,13
1223,2020,467,508,657,819,892,Livingston County,9290,618,KY,40,0.063106796,39
1224,2020,448,511,631,825,899,Logan County,26845,624,KY,40,0.0112179,7
1225,2020,448,510,631,851,856,Lyon County,8270,618,KY,40,0.0210356,13
1226,2020,483,563,742,925,1012,McCracken County,65285,729,KY,40,0.0178326,13
1227,2020,448,495,631,786,856,McCreary County,17750,618,KY,40,0.0210356,13
1228,2020,565,605,787,1027,1107,McLean County,9360,746,KY,40,0.0549598,41
1229,2020,482,535,705,1001,1004,Madison County,88375,691,KY,40,0.0202605,14
1230,2020,448,538,631,801,856,Magoffin County,12785,618,KY,40,0.0210356,13
1231,2020,453,560,638,795,915,Marion County,19335,630,KY,40,0.0126984,8
1232,2020,600,618,703,876,954,Marshall County,31175,685,KY,40,0.0262774,18
1233,2020,448,500,631,786,885,Martin County,12175,618,KY,40,0.0210356,13
1234,2020,453,516,637,822,865,Mason County,17165,628,KY,40,0.0143312,9
1235,2020,502,568,721,1040,1235,Meade County,28450,702,KY,40,0.0270655,19
1236,2020,448,479,631,786,855,Menifee County,6380,618,KY,40,0.0210356,13
1237,2020,470,502,661,905,1161,Mercer County,21380,649,KY,40,0.01849,12
1238,2020,448,554,631,786,855,Metcalfe County,9990,618,KY,40,0.0210356,13
1239,2020,448,479,631,797,855,Monroe County,10645,618,KY,40,0.0210356,13
1240,2020,505,540,711,897,1201,Montgomery County,27550,698,KY,40,0.0186246,13
1241,2020,448,554,631,816,855,Morgan County,13280,618,KY,40,0.0210356,13
1242,2020,448,507,631,786,856,Muhlenberg County,31155,618,KY,40,0.0210356,13
1243,2020,500,535,704,995,998,Nelson County,45130,698,KY,40,0.008596,6
1244,2020,448,479,631,853,856,Nicholas County,7060,618,KY,40,0.0210356,13
1245,2020,448,520,631,852,855,Ohio County,24060,618,KY,40,0.0210356,13
1246,2020,614,713,872,1174,1331,Oldham County,64635,853,KY,40,0.0222743,19
1247,2020,455,486,640,823,983,Owen County,10685,629,KY,40,0.0174881,11
1248,2020,448,495,631,800,856,Owsley County,4495,618,KY,40,0.0210356,13
1249,2020,568,658,865,1185,1362,Pendleton County,14530,884,KY,40,-0.021493,-19
1250,2020,448,550,631,852,855,Perry County,27330,618,KY,40,0.0210356,13
1251,2020,532,535,690,860,1054,Pike County,61585,684,KY,40,0.0087719,6
1252,2020,458,530,644,817,874,Powell County,12350,618,KY,40,0.0420712,26
1253,2020,422,494,648,845,878,Pulaski County,63975,622,KY,40,0.0418006,26
1254,2020,448,479,631,786,856,Robertson County,2160,667,KY,40,-0.053973,-36
1255,2020,476,479,631,854,940,Rockcastle County,16815,618,KY,40,0.0210356,13
1256,2020,491,607,691,861,1080,Rowan County,24390,700,KY,40,-0.012857,-9
1257,2020,522,526,631,840,1108,Russell County,17730,618,KY,40,0.0210356,13
1258,2020,597,678,858,1189,1496,Scott County,52320,883,KY,40,-0.028313,-25
1259,2020,591,636,837,1135,1333,Shelby County,45830,817,KY,40,0.0244798,20
1260,2020,510,544,717,893,971,Simpson County,17880,692,KY,40,0.0361272,25
1261,2020,614,713,872,1174,1331,Spencer County,18010,853,KY,40,0.0222743,19
1262,2020,508,511,631,836,901,Taylor County,25405,618,KY,40,0.0210356,13
1263,2020,461,493,649,820,879,Todd County,12375,641,KY,40,0.0124805,8
1264,2020,578,691,869,1239,1477,Trigg County,14285,867,KY,40,0.00230681,2
1265,2020,614,713,872,1174,1331,Trimble County,8695,853,KY,40,0.0222743,19
1266,2020,448,538,631,869,979,Union County,14915,618,KY,40,0.0210356,13
1267,2020,625,629,807,1035,1395,Warren County,123825,781,KY,40,0.0332907,26
