,Year,Studio,One Bedroom,Two Bedroom,Three Bedroom,Four Bedroom,County,Population,acs_2019_2,State,fmr_type,fmr_pct_chg,fmr_dollar_chg
2321,2020,535,541,713,911,1098,Sanilac County,41535,700,MI,40,0.0185714,13
2322,2020,495,541,713,889,998,Schoolcraft County,8115,700,MI,40,0.0185714,13
2323,2020,538,541,713,970,1027,Shiawassee County,68615,717,MI,40,-0.0055788,-4
2324,2020,465,582,713,960,1040,Tuscola County,53570,700,MI,40,0.0185714,13
2325,2020,579,678,839,1137,1214,Van Buren County,75190,795,MI,40,0.0553459,44
2326,2020,900,921,1124,1445,1767,Washtenaw County,361510,1140,MI,40,-0.014035,-16
2327,2020,639,764,977,1266,1376,Wayne County,1763820,967,MI,40,0.0103413,10
2328,2020,509,556,732,912,992,Wexford County,32915,753,MI,40,-0.027888,-21
2329,2020,574,583,768,996,1144,Aitkin County,15840,747,MN,40,0.0281124,21
2330,2020,820,971,1214,1722,2025,Anoka County,344860,1151,MN,40,0.054735,63
2331,2020,498,618,756,1009,1261,Becker County,33550,717,MN,40,0.0543933,39
2332,2020,518,603,794,1047,1076,Beltrami County,45845,767,MN,40,0.0352021,27
2333,2020,605,657,804,1151,1370,Benton County,39360,855,MN,40,-0.059649,-51
2334,2020,471,542,714,1002,1006,Big Stone County,5040,700,MN,40,0.02,14
2335,2020,612,704,920,1299,1615,Blue Earth County,65765,924,MN,40,-0.004329,-4
2336,2020,465,573,714,890,967,Brown County,25245,700,MN,40,0.02,14
2337,2020,601,622,816,1052,1279,Carlton County,35410,871,MN,40,-0.063145809,-55
2338,2020,820,971,1214,1722,2025,Carver County,98800,1151,MN,40,0.054735,63
2339,2020,502,585,770,960,1043,Cass County,28810,753,MN,40,0.0225764,17
2340,2020,487,574,714,1030,1102,Chippewa County,12040,700,MN,40,0.02,14
2341,2020,820,971,1214,1722,2025,Chisago County,54295,1151,MN,40,0.054735,63
2342,2020,555,676,834,1203,1464,Clay County,62040,859,MN,40,-0.029104,-25
2343,2020,539,542,714,1002,1006,Clearwater County,8825,700,MN,40,0.02,14
2344,2020,471,627,714,952,1254,Cook County,5270,716,MN,40,-0.0027933,-2
2345,2020,471,542,714,921,1141,Cottonwood County,11435,700,MN,40,0.02,14
2346,2020,545,635,836,1086,1193,Crow Wing County,63505,809,MN,40,0.0333745,27
2347,2020,820,971,1214,1722,2025,Dakota County,414655,1151,MN,40,0.054735,63
2348,2020,667,777,1016,1416,1748,Dodge County,20485,959,MN,40,0.0594369,57
2349,2020,527,614,809,1071,1162,Douglas County,36890,792,MN,40,0.0214646,17
2350,2020,471,542,714,945,1030,Faribault County,13965,700,MN,40,0.02,14
2351,2020,469,542,714,989,1004,Fillmore County,20825,700,MN,40,0.02,14
2352,2020,480,560,737,931,1143,Freeborn County,30620,700,MN,40,0.0528571,37
2353,2020,592,596,783,1044,1181,Goodhue County,46140,787,MN,40,-0.0050826,-4
2354,2020,471,619,714,1030,1168,Grant County,5925,700,MN,40,0.02,14
2355,2020,820,971,1214,1722,2025,Hennepin County,1224765,1151,MN,40,0.054735,63
2356,2020,540,629,829,1152,1455,Houston County,18710,826,MN,40,0.00363196,3
2357,2020,544,547,721,1010,1052,Hubbard County,20745,700,MN,40,0.03,21
2358,2020,820,971,1214,1722,2025,Isanti County,38585,1151,MN,40,0.054735,63
2359,2020,601,605,797,993,1080,Itasca County,45235,776,MN,40,0.0270619,21
2360,2020,471,552,714,892,967,Jackson County,10105,700,MN,40,0.02,14
2361,2020,641,645,832,1116,1265,Kanabec County,15950,800,MN,40,0.04,32
2362,2020,573,613,770,1111,1314,Kandiyohi County,42575,737,MN,40,0.0447761,33
2363,2020,471,549,714,899,967,Kittson County,4385,700,MN,40,0.02,14
2364,2020,471,546,714,977,1006,Koochiching County,12775,700,MN,40,0.02,14
2365,2020,471,552,714,940,978,Lac qui Parle County,6840,700,MN,40,0.02,14
2366,2020,506,589,768,1078,1082,Lake County,10580,765,MN,40,0.00392157,3
2367,2020,513,591,778,970,1096,Lake of the Woods County,3840,749,MN,40,0.0387183,29
2368,2020,649,654,861,1235,1334,Le Sueur County,27810,792,MN,40,0.087121212,69
2369,2020,471,542,714,890,967,Lincoln County,5725,700,MN,40,0.02,14
2370,2020,471,542,714,975,1227,Lyon County,25790,700,MN,40,0.02,14
2371,2020,512,589,776,1119,1280,McLeod County,35815,780,MN,40,-0.0051282,-4
2372,2020,611,624,716,892,970,Mahnomen County,5500,700,MN,40,0.0228571,16
2373,2020,465,542,714,991,1201,Marshall County,9395,700,MN,40,0.02,14
2374,2020,471,542,714,994,998,Martin County,20085,700,MN,40,0.02,14
2375,2020,511,595,784,977,1127,Meeker County,23105,793,MN,40,-0.011349,-9
2376,2020,587,684,901,1297,1412,Mille Lacs County,25635,878,MN,40,0.0261959,23
2377,2020,471,542,714,984,1037,Morrison County,32880,700,MN,40,0.02,14
2378,2020,513,598,788,1111,1142,Mower County,39385,757,MN,40,0.0409511,31
2379,2020,471,548,714,1002,1006,Murray County,8395,700,MN,40,0.02,14
2380,2020,612,704,920,1299,1615,Nicollet County,33475,924,MN,40,-0.004329,-4
2381,2020,572,576,758,1009,1027,Nobles County,21855,719,MN,40,0.054242,39
2382,2020,471,586,714,890,1162,Norman County,6590,700,MN,40,0.02,14
2383,2020,667,777,1016,1416,1748,Olmsted County,151685,959,MN,40,0.0594369,57
2384,2020,509,549,723,921,979,Otter Tail County,57790,705,MN,40,0.0255319,18
2385,2020,495,577,760,947,1030,Pennington County,14195,740,MN,40,0.027027,20
2386,2020,518,596,785,991,1185,Pine County,29055,784,MN,40,0.00127551,1
2387,2020,471,596,714,964,967,Pipestone County,9230,700,MN,40,0.02,14
2388,2020,570,650,832,1200,1461,Polk County,31565,870,MN,40,-0.043678,-38
2389,2020,494,569,750,1053,1056,Pope County,10930,726,MN,40,0.0330579,24
2390,2020,820,971,1214,1722,2025,Ramsey County,537895,1151,MN,40,0.054735,63
2391,2020,579,627,714,964,967,Red Lake County,4015,700,MN,40,0.02,14
2392,2020,471,623,714,1030,1081,Redwood County,15430,700,MN,40,0.02,14
2393,2020,572,575,714,940,1008,Renville County,14800,700,MN,40,0.02,14
2394,2020,603,701,923,1270,1293,Rice County,65250,891,MN,40,0.0359147,32
2395,2020,483,556,732,961,1001,Rock County,9435,700,MN,40,0.0457143,32
2396,2020,482,562,740,922,1002,Roseau County,15535,709,MN,40,0.0437236,31
2397,2020,601,622,816,1052,1279,St. Louis County,200295,871,MN,40,-0.063145809,-55
2398,2020,820,971,1214,1722,2025,Scott County,141465,1151,MN,40,0.054735,63
2399,2020,820,971,1214,1722,2025,Sherburne County,92025,1151,MN,40,0.054735,63
2400,2020,531,621,785,1052,1167,Sibley County,14890,737,MN,40,0.065128901,48
2401,2020,605,657,804,1151,1370,Stearns County,155300,855,MN,40,-0.059649,-51
2402,2020,543,632,833,1181,1463,Steele County,36610,797,MN,40,0.0451694,36
2403,2020,471,627,714,957,1200,Stevens County,9760,700,MN,40,0.02,14
2404,2020,548,552,714,973,1042,Swift County,9450,700,MN,40,0.02,14
2405,2020,465,542,714,890,967,Todd County,24425,700,MN,40,0.02,14
2406,2020,471,542,714,890,1006,Traverse County,3355,700,MN,40,0.02,14
2407,2020,507,650,772,1114,1346,Wabasha County,21490,779,MN,40,-0.008986,-7
2408,2020,471,560,714,910,1254,Wadena County,13625,700,MN,40,0.02,14
2409,2020,539,542,714,1030,1054,Waseca County,18900,700,MN,40,0.02,14
2410,2020,820,971,1214,1722,2025,Washington County,250980,1151,MN,40,0.054735,63
2411,2020,471,627,714,964,967,Watonwan County,10935,700,MN,40,0.02,14
2412,2020,471,563,714,1030,1254,Wilkin County,6400,700,MN,40,0.02,14
2413,2020,505,607,775,979,1190,Winona County,50990,751,MN,40,0.0319574,24
2414,2020,820,971,1214,1722,2025,Wright County,131130,1151,MN,40,0.054735,63
2415,2020,471,575,714,964,967,Yellow Medicine County,9930,700,MN,40,0.02,14
2416,2020,509,546,679,846,948,Adams County,31585,710,MS,40,-0.043662,-31
2417,2020,492,501,657,910,1041,Alcorn County,37240,651,MS,40,0.0092166,6
2418,2020,492,520,657,910,958,Amite County,12575,651,MS,40,0.0092166,6
2419,2020,492,565,657,854,1000,Attala County,18730,651,MS,40,0.0092166,6
2420,2020,492,577,657,948,1012,Benton County,8305,651,MS,40,0.0092166,6
2421,2020,493,507,658,820,891,Bolivar County,33120,669,MS,40,-0.016442,-11
2422,2020,492,556,657,877,1068,Calhoun County,14615,651,MS,40,0.0092166,6
2423,2020,499,527,666,830,927,Carroll County,10220,651,MS,40,0.0230415,15
2424,2020,436,499,657,864,913,Chickasaw County,17305,651,MS,40,0.0092166,6
2425,2020,514,521,686,855,944,Choctaw County,8360,651,MS,40,0.0537634,35
2426,2020,492,543,657,819,911,Claiborne County,9105,658,MS,40,-0.0015198,-1
2427,2020,492,520,657,819,890,Clarke County,16090,666,MS,40,-0.013514,-9
2428,2020,492,520,657,948,1032,Clay County,19990,651,MS,40,0.0092166,6
2429,2020,428,525,657,819,890,Coahoma County,24295,651,MS,40,0.0092166,6
2430,2020,707,774,911,1148,1341,Copiah County,28750,867,MS,40,0.0507497,44
2431,2020,510,517,681,849,948,Covington County,19170,674,MS,40,0.0103858,7
2432,2020,665,755,884,1203,1374,DeSoto County,173265,875,MS,40,0.0102857,9
2433,2020,538,680,825,1069,1195,Forrest County,75835,768,MS,40,0.07421875,57
2434,2020,492,520,657,865,915,Franklin County,7770,651,MS,40,0.0092166,6
2435,2020,560,567,747,931,1200,George County,23545,756,MS,40,-0.011905,-9
2436,2020,499,513,657,856,915,Greene County,13800,651,MS,40,0.0092166,6
2437,2020,492,499,657,828,893,Grenada County,21380,651,MS,40,0.0092166,6
2438,2020,688,732,846,1169,1372,Hancock County,46275,785,MS,40,0.077707006,61
2439,2020,688,732,846,1169,1372,Harrison County,200490,785,MS,40,0.077707006,61
2440,2020,707,774,911,1148,1341,Hinds County,243250,867,MS,40,0.0507497,44
2441,2020,492,499,657,844,1081,Holmes County,18265,651,MS,40,0.0092166,6
2442,2020,492,577,657,819,975,Humphreys County,8680,651,MS,40,0.0092166,6
2443,2020,492,499,657,819,915,Issaquena County,1295,651,MS,40,0.0092166,6
2444,2020,524,557,657,847,890,Itawamba County,23440,651,MS,40,0.0092166,6
2445,2020,639,713,823,1187,1445,Jackson County,141315,755,MS,40,0.090066225,68
2446,2020,499,527,666,830,927,Jasper County,16545,729,MS,40,-0.086419753,-63
2447,2020,492,520,657,896,915,Jefferson County,7465,651,MS,40,0.0092166,6
2448,2020,492,577,657,912,915,Jefferson Davis County,11640,652,MS,40,0.00766871,5
2449,2020,472,573,724,902,981,Jones County,68330,724,MS,40,0.0,0
2450,2020,492,499,657,819,915,Kemper County,10080,651,MS,40,0.0092166,6
2451,2020,662,764,918,1252,1302,Lafayette County,52745,902,MS,40,0.0177384,16
2452,2020,538,680,825,1069,1195,Lamar County,60515,768,MS,40,0.07421875,57
2453,2020,498,580,764,952,1035,Lauderdale County,78220,764,MS,40,0.0,0
2454,2020,561,593,749,933,1043,Lawrence County,12660,724,MS,40,0.0345304,25
2455,2020,492,499,657,829,1027,Leake County,22935,651,MS,40,0.0092166,6
2456,2020,562,566,740,939,1126,Lee County,84840,724,MS,40,0.0220994,16
2457,2020,441,510,657,819,890,Leflore County,30115,651,MS,40,0.0092166,6
2458,2020,502,505,657,910,1154,Lincoln County,34540,651,MS,40,0.0092166,6
2459,2020,518,546,692,984,1215,Lowndes County,59560,679,MS,40,0.0191458,13
2460,2020,707,774,911,1148,1341,Madison County,102210,867,MS,40,0.0507497,44
2461,2020,492,520,657,887,890,Marion County,25465,651,MS,40,0.0092166,6
2462,2020,499,585,666,861,1145,Marshall County,35980,662,MS,40,0.0060423,4
2463,2020,492,526,657,819,1007,Monroe County,35965,651,MS,40,0.0092166,6
2464,2020,492,520,657,828,1154,Montgomery County,10310,651,MS,40,0.0092166,6
2465,2020,493,505,658,820,891,Neshoba County,29435,651,MS,40,0.0107527,7
2466,2020,504,511,673,839,1028,Newton County,21435,659,MS,40,0.0212443,14
2467,2020,492,522,657,912,915,Noxubee County,10940,651,MS,40,0.0092166,6
2468,2020,601,691,794,989,1342,Oktibbeha County,49390,800,MS,40,-0.0075,-6
2469,2020,497,568,664,853,899,Panola County,34230,651,MS,40,0.0199693,13
2470,2020,575,583,768,986,1346,Pearl River County,55050,768,MS,40,0.0,0
2471,2020,538,680,825,1069,1195,Perry County,12045,768,MS,40,0.07421875,57
2472,2020,515,586,688,907,932,Pike County,39765,676,MS,40,0.0177515,12
2473,2020,502,509,670,845,908,Pontotoc County,31075,662,MS,40,0.0120846,8
2474,2020,492,516,657,819,890,Prentiss County,25390,651,MS,40,0.0092166,6
2475,2020,492,499,657,819,890,Quitman County,7535,651,MS,40,0.0092166,6
2476,2020,707,774,911,1148,1341,Rankin County,149645,867,MS,40,0.0507497,44
2477,2020,492,520,657,825,915,Scott County,28400,651,MS,40,0.0092166,6
2478,2020,492,499,657,887,890,Sharkey County,4630,651,MS,40,0.0092166,6
2479,2020,588,657,748,932,1149,Simpson County,27215,689,MS,40,0.08563135,59
2480,2020,428,499,657,899,915,Smith County,16115,651,MS,40,0.0092166,6
2481,2020,492,520,657,897,900,Stone County,17980,661,MS,40,-0.0060514,-4
2482,2020,428,575,657,819,937,Sunflower County,26915,651,MS,40,0.0092166,6
2483,2020,492,499,657,851,1098,Tallahatchie County,14550,651,MS,40,0.0092166,6
2484,2020,581,611,696,933,1072,Tate County,28335,706,MS,40,-0.014164,-10
2485,2020,492,530,657,839,921,Tippah County,21995,651,MS,40,0.0092166,6
2486,2020,492,577,657,939,1032,Tishomingo County,19475,651,MS,40,0.0092166,6
2487,2020,673,692,788,982,1067,Tunica County,10275,774,MS,40,0.0180879,14
2488,2020,492,577,657,872,1154,Union County,28200,651,MS,40,0.0092166,6
2489,2020,492,499,657,912,915,Walthall County,14670,651,MS,40,0.0092166,6
2490,2020,539,542,694,962,1105,Warren County,47510,697,MS,40,-0.0043042,-3
2491,2020,512,553,657,867,1019,Washington County,48000,651,MS,40,0.0092166,6
2492,2020,492,520,657,840,915,Wayne County,20460,651,MS,40,0.0092166,6
2493,2020,492,577,657,848,1154,Webster County,9870,651,MS,40,0.0092166,6
2494,2020,492,520,657,819,915,Wilkinson County,9085,651,MS,40,0.0092166,6
2495,2020,492,537,657,948,1125,Winston County,18480,651,MS,40,0.0092166,6
2496,2020,492,499,657,856,915,Yalobusha County,12425,651,MS,40,0.0092166,6
2497,2020,536,540,711,886,1064,Yazoo County,27495,692,MS,40,0.0274566,19
2498,2020,422,481,634,876,1113,Adair County,25435,653,MO,40,-0.029096,-19
2499,2020,555,610,797,1064,1142,Andrew County,17360,761,MO,40,0.0473062,36
2500,2020,426,481,634,790,968,Atchison County,5335,646,MO,40,-0.018576,-12
2501,2020,444,503,662,827,897,Audrain County,25765,684,MO,40,-0.032164,-22
2502,2020,478,481,634,856,859,Barry County,35400,646,MO,40,-0.018576,-12
2503,2020,426,557,634,832,1083,Barton County,11940,646,MO,40,-0.018576,-12
2504,2020,485,530,698,911,1098,Bates County,16405,689,MO,40,0.0130624,9
2505,2020,478,481,634,915,1113,Benton County,18920,655,MO,40,-0.032061,-21
2506,2020,542,587,773,1115,1188,Bollinger County,12345,748,MO,40,0.0334225,25
2507,2020,685,741,894,1207,1544,Boone County,174590,803,MO,40,0.113325031,91
2508,2020,555,610,797,1064,1142,Buchanan County,89425,761,MO,40,0.0473062,36
2509,2020,433,504,664,888,941,Butler County,42825,676,MO,40,-0.017751,-12
2510,2020,678,813,978,1314,1490,Caldwell County,9045,953,MO,40,0.0262329,25
2511,2020,545,548,722,990,1180,Callaway County,44795,689,MO,40,0.0478955,33
2512,2020,461,522,687,919,1144,Camden County,44855,700,MO,40,-0.018571,-13
2513,2020,542,587,773,1115,1188,Cape Girardeau County,78015,748,MO,40,0.0334225,25
2514,2020,426,481,634,790,921,Carroll County,8910,646,MO,40,-0.018576,-12
2515,2020,414,482,635,791,860,Carter County,6255,653,MO,40,-0.027565,-18
2516,2020,678,813,978,1314,1490,Cass County,101890,953,MO,40,0.0262329,25
2517,2020,426,484,634,812,859,Cedar County,13860,646,MO,40,-0.018576,-12
2518,2020,426,492,634,897,1113,Chariton County,7585,646,MO,40,-0.018576,-12
2519,2020,579,583,746,1076,1219,Christian County,83030,723,MO,40,0.0318119,23
2520,2020,426,487,634,849,968,Clark County,6805,646,MO,40,-0.018576,-12
2521,2020,678,813,978,1314,1490,Clay County,236070,953,MO,40,0.0262329,25
2522,2020,678,813,978,1314,1490,Clinton County,20495,953,MO,40,0.0262329,25
2523,2020,437,525,670,967,975,Cole County,76750,646,MO,40,0.0371517,24
2524,2020,426,483,634,877,936,Cooper County,17620,654,MO,40,-0.030581,-20
2525,2020,529,532,634,880,968,Crawford County,24385,646,MO,40,-0.018576,-12
2526,2020,633,701,905,1185,1395,Sullivan part,974,924,MO,40,-0.020563,-19
2527,2020,435,492,648,808,1138,Dade County,7580,651,MO,40,-0.0046083,-3
2528,2020,501,557,634,846,953,Dallas County,16440,646,MO,40,-0.018576,-12
2529,2020,426,508,634,915,998,Daviess County,8300,646,MO,40,-0.018576,-12
2530,2020,555,610,797,1064,1142,DeKalb County,12565,761,MO,40,0.0473062,36
2531,2020,426,481,634,805,921,Dent County,15565,646,MO,40,-0.018576,-12
2532,2020,426,481,634,829,1113,Douglas County,13390,646,MO,40,-0.018576,-12
2533,2020,426,497,634,892,984,Dunklin County,30905,646,MO,40,-0.018576,-12
2534,2020,633,701,905,1185,1395,Franklin County,102415,924,MO,40,-0.020563,-19
2535,2020,426,481,634,901,1113,Gasconade County,14770,646,MO,40,-0.018576,-12
2536,2020,426,481,634,836,897,Gentry County,6690,646,MO,40,-0.018576,-12
2537,2020,579,583,746,1076,1219,Greene County,286760,723,MO,40,0.0318119,23
2538,2020,426,481,634,850,968,Grundy County,10110,648,MO,40,-0.021605,-14
2539,2020,413,481,634,816,859,Harrison County,8615,658,MO,40,-0.036474,-24
2540,2020,455,531,699,936,947,Henry County,21835,715,MO,40,-0.022378,-16
2541,2020,422,481,634,854,968,Hickory County,9350,646,MO,40,-0.018576,-12
2542,2020,426,481,634,872,1113,Holt County,4500,646,MO,40,-0.018576,-12
2543,2020,523,526,693,870,939,Howard County,10145,721,MO,40,-0.038835,-28
2544,2020,431,487,642,800,889,Howell County,40140,646,MO,40,-0.006192,-4
2545,2020,426,537,634,888,1089,Iron County,10285,646,MO,40,-0.018576,-12
2546,2020,678,813,978,1314,1490,Jackson County,688555,953,MO,40,0.0262329,25
2547,2020,517,563,723,957,1001,Jasper County,118520,721,MO,40,0.00277393,2
2548,2020,633,701,905,1185,1395,Jefferson County,222640,924,MO,40,-0.020563,-19
2549,2020,472,539,703,1014,1209,Johnson County,53940,720,MO,40,-0.023611,-17
2550,2020,426,481,634,851,968,Knox County,3975,646,MO,40,-0.018576,-12
2551,2020,464,481,634,915,1113,Laclede County,35490,646,MO,40,-0.018576,-12
2552,2020,678,813,978,1314,1490,Lafayette County,32655,953,MO,40,0.0262329,25
2553,2020,426,487,634,915,1024,Lawrence County,38130,646,MO,40,-0.018576,-12
2554,2020,413,481,634,790,968,Lewis County,10080,646,MO,40,-0.018576,-12
2555,2020,633,701,905,1185,1395,Lincoln County,54800,924,MO,40,-0.020563,-19
2556,2020,426,512,634,790,859,Linn County,12250,646,MO,40,-0.018576,-12
2557,2020,442,500,658,820,1052,Livingston County,15025,665,MO,40,-0.010526,-7
2558,2020,541,557,634,861,873,McDonald County,22755,646,MO,40,-0.018576,-12
2559,2020,439,481,634,856,859,Macon County,15320,646,MO,40,-0.018576,-12
2560,2020,426,490,634,790,859,Madison County,12225,672,MO,40,-0.056548,-38
2561,2020,426,539,634,790,922,Maries County,8960,646,MO,40,-0.018576,-12
2562,2020,515,520,645,901,904,Marion County,28705,646,MO,40,-0.001548,-1
2563,2020,426,481,634,843,887,Mercer County,3670,646,MO,40,-0.018576,-12
2564,2020,460,550,685,854,928,Miller County,24945,694,MO,40,-0.012968,-9
2565,2020,437,494,651,811,926,Mississippi County,13915,674,MO,40,-0.034125,-23
2566,2020,478,481,634,816,977,Moniteau County,15905,646,MO,40,-0.018576,-12
2567,2020,426,481,634,790,1015,Monroe County,8675,646,MO,40,-0.018576,-12
2568,2020,426,481,634,856,859,Montgomery County,11620,650,MO,40,-0.024615,-16
2569,2020,426,485,634,856,859,Morgan County,20095,674,MO,40,-0.059347,-40
2570,2020,426,481,634,790,866,New Madrid County,18030,646,MO,40,-0.018576,-12
2571,2020,517,563,723,957,1001,Newton County,58235,721,MO,40,0.00277393,2
2572,2020,434,506,666,886,1033,Nodaway County,22745,695,MO,40,-0.041727,-29
2573,2020,413,495,634,915,1077,Oregon County,10780,646,MO,40,-0.018576,-12
2574,2020,437,525,670,967,975,Osage County,13610,646,MO,40,0.0371517,24
2575,2020,430,487,641,799,979,Ozark County,9330,646,MO,40,-0.0077399,-5
2576,2020,426,481,634,860,1068,Pemiscot County,17345,646,MO,40,-0.018576,-12
2577,2020,434,491,647,913,1136,Perry County,19135,668,MO,40,-0.031437,-21
2578,2020,490,559,696,923,943,Pettis County,42310,729,MO,40,-0.045267,-33
2579,2020,482,545,718,900,1170,Phelps County,44875,730,MO,40,-0.016438,-12
2580,2020,449,528,669,834,906,Pike County,18515,646,MO,40,0.0356037,23
2581,2020,678,813,978,1314,1490,Platte County,96900,953,MO,40,0.0262329,25
2582,2020,518,521,685,936,962,Polk County,31345,646,MO,40,0.0603715,39
2583,2020,499,636,744,1073,1306,Pulaski County,53130,797,MO,40,-0.066499373,-53
2584,2020,426,481,634,915,968,Putnam County,4845,646,MO,40,-0.018576,-12
2585,2020,483,546,719,896,1098,Ralls County,10210,731,MO,40,-0.016416,-12
2586,2020,472,505,634,851,889,Randolph County,24985,646,MO,40,-0.018576,-12
2587,2020,678,813,978,1314,1490,Ray County,22860,953,MO,40,0.0262329,25
2588,2020,426,481,634,790,968,Reynolds County,6360,646,MO,40,-0.018576,-12
2589,2020,426,522,634,790,968,Ripley County,13805,646,MO,40,-0.018576,-12
2590,2020,633,701,905,1185,1395,St. Charles County,385115,924,MO,40,-0.020563,-19
2591,2020,413,501,634,908,1071,St. Clair County,9395,646,MO,40,-0.018576,-12
2592,2020,442,533,659,925,1011,Ste. Genevieve County,17880,675,MO,40,-0.023704,-16
2593,2020,413,481,634,915,938,St. Francois County,66250,646,MO,40,-0.018576,-12
2594,2020,633,701,905,1185,1395,St. Louis County,999540,924,MO,40,-0.020563,-19
2595,2020,426,481,634,809,860,Saline County,23010,671,MO,40,-0.055142,-37
2596,2020,426,481,634,850,859,Schuyler County,4450,646,MO,40,-0.018576,-12
2597,2020,426,500,634,790,968,Scotland County,4885,646,MO,40,-0.018576,-12
2598,2020,425,509,653,883,958,Scott County,38860,654,MO,40,-0.0015291,-1
2599,2020,413,481,634,790,859,Shannon County,8275,646,MO,40,-0.018576,-12
2600,2020,413,481,634,790,1104,Shelby County,6085,646,MO,40,-0.018576,-12
2601,2020,413,481,634,790,859,Stoddard County,29635,646,MO,40,-0.018576,-12
2602,2020,549,552,685,956,1203,Stone County,31530,711,MO,40,-0.036568,-26
2603,2020,455,515,678,845,918,Sullivan County,6380,706,MO,40,-0.03966,-28
2604,2020,480,576,716,969,978,Taney County,54310,723,MO,40,-0.009682,-7
2605,2020,413,481,634,828,979,Texas County,25715,646,MO,40,-0.018576,-12
2606,2020,446,504,664,881,899,Vernon County,20665,691,MO,40,-0.039074,-27
2607,2020,633,701,905,1185,1395,Warren County,33555,924,MO,40,-0.020563,-19
2608,2020,426,481,634,790,968,Washington County,24970,646,MO,40,-0.018576,-12
2609,2020,447,481,634,804,882,Wayne County,13370,646,MO,40,-0.018576,-12
2610,2020,579,583,746,1076,1219,Webster County,37560,723,MO,40,0.0318119,23
2611,2020,426,481,634,848,968,Worth County,2055,646,MO,40,-0.018576,-12
2612,2020,426,481,634,804,924,Wright County,18305,646,MO,40,-0.018576,-12
2613,2020,633,701,905,1185,1395,St. Louis city,314865,924,MO,40,-0.020563,-19
2614,2020,517,627,750,941,1317,Beaverhead County,9360,700,MT,40,0.071428571,50
2615,2020,598,665,867,1080,1252,Big Horn County,13290,760,MT,40,0.140789474,107
2616,2020,492,627,714,958,1031,Blaine County,6645,700,MT,40,0.02,14
2617,2020,586,645,850,1059,1358,Broadwater County,5755,784,MT,40,0.084183673,66
2618,2020,579,675,889,1250,1514,Carbon County,10465,900,MT,40,-0.012222,-11
2619,2020,492,551,714,1030,1141,Carter County,1320,700,MT,40,0.02,14
2620,2020,565,569,749,1048,1285,Cascade County,81815,777,MT,40,-0.036036,-28
2621,2020,492,542,714,940,967,Chouteau County,5810,700,MT,40,0.02,14
2622,2020,549,614,796,1137,1164,Custer County,11895,700,MT,40,0.137142857,96
2623,2020,549,614,796,1148,1272,Daniels County,1790,700,MT,40,0.137142857,96
2624,2020,583,757,894,1114,1211,Dawson County,9325,701,MT,40,0.27532097,193
2625,2020,492,615,714,991,1252,Deer Lodge County,9130,700,MT,40,0.02,14
2626,2020,550,668,798,1082,1275,Fallon County,2925,700,MT,40,0.14,98
2627,2020,592,651,858,1069,1506,Fergus County,11325,776,MT,40,0.105670103,82
2628,2020,615,731,929,1340,1561,Flathead County,96145,828,MT,40,0.121980676,101
2629,2020,698,760,991,1430,1740,Gallatin County,100735,898,MT,40,0.103563474,93
2630,2020,492,551,714,980,1141,Garfield County,1085,700,MT,40,0.02,14
2631,2020,501,568,748,932,1099,Glacier County,13675,700,MT,40,0.068571429,48
2632,2020,484,574,758,1059,1289,Golden Valley County,745,842,MT,40,-0.09976247,-84
2633,2020,506,557,734,915,1173,Granite County,3205,700,MT,40,0.0485714,34
2634,2020,640,644,765,1006,1219,Hill County,16470,700,MT,40,0.092857143,65
2635,2020,631,695,915,1140,1492,Jefferson County,11625,838,MT,40,0.091885442,77
2636,2020,492,551,714,978,1141,Judith Basin County,1965,700,MT,40,0.02,14
2637,2020,547,661,839,1075,1209,Lake County,29520,744,MT,40,0.127688172,95
2638,2020,647,782,993,1355,1518,Lewis and Clark County,66290,892,MT,40,0.1132287,101
2639,2020,547,551,714,980,1141,Liberty County,2245,700,MT,40,0.02,14
2640,2020,514,586,746,1076,1282,Lincoln County,19250,700,MT,40,0.065714286,46
2641,2020,512,573,743,1019,1187,McCone County,1730,700,MT,40,0.0614286,43
2642,2020,740,762,867,1080,1385,Madison County,7900,779,MT,40,0.11296534,88
2643,2020,520,582,754,992,1205,Meagher County,2000,704,MT,40,0.071022727,50
2644,2020,492,627,714,1030,1141,Mineral County,4195,700,MT,40,0.02,14
2645,2020,626,722,918,1324,1612,Missoula County,114230,927,MT,40,-0.009709,-9
2646,2020,637,743,978,1219,1562,Musselshell County,4765,839,MT,40,0.165673421,139
2647,2020,694,727,957,1308,1519,Park County,16000,863,MT,40,0.108922364,94
2648,2020,610,683,885,1214,1414,Petroleum County,455,791,MT,40,0.118836915,94
2649,2020,492,551,714,890,1141,Phillips County,4140,700,MT,40,0.02,14
2650,2020,492,603,714,1030,1161,Pondera County,6080,700,MT,40,0.02,14
2651,2020,494,544,716,892,1144,Powder River County,1610,700,MT,40,0.0228571,16
2652,2020,492,542,714,890,1141,Powell County,6850,700,MT,40,0.02,14
2653,2020,610,683,885,1214,1414,Prairie County,1325,700,MT,40,0.264285714,185
2654,2020,605,666,877,1250,1540,Ravalli County,41385,769,MT,40,0.140442133,108
2655,2020,677,746,982,1224,1497,Richland County,11405,865,MT,40,0.135260116,117
2656,2020,542,597,786,979,1065,Roosevelt County,11220,700,MT,40,0.122857143,86
