,Year,Studio,One Bedroom,Two Bedroom,Three Bedroom,Four Bedroom,County,Population,State
0,2021,640,766,908,1148,1520,Autauga County,55035,AL
1,2021,718,723,922,1249,1584,Baldwin County,203360,AL
2,2021,488,492,648,806,907,Barbour County,26200,AL
3,2021,817,871,1002,1303,1409,Bibb County,22580,AL
4,2021,817,871,1002,1303,1409,Blount County,57665,AL
5,2021,532,549,705,877,1034,Bullock County,10480,AL
6,2021,479,556,634,789,930,Butler County,20125,AL
7,2021,482,549,723,944,1094,Calhoun County,115525,AL
8,2021,534,620,744,956,1046,Chambers County,33895,AL
9,2021,479,481,634,877,880,Cherokee County,25855,AL
10,2021,595,625,713,1020,1061,Chilton County,43805,AL
11,2021,479,481,634,789,910,Choctaw County,13190,AL
12,2021,479,493,634,907,930,Clarke County,24625,AL
13,2021,479,556,634,868,1060,Clay County,13405,AL
14,2021,479,481,634,892,968,Cleburne County,14940,AL
15,2021,522,551,692,990,1184,Coffee County,51075,AL
16,2021,525,580,748,943,1213,Colbert County,54435,AL
17,2021,479,532,634,907,930,Conecuh County,12650,AL
18,2021,520,523,689,857,1011,Coosa County,10955,AL
19,2021,479,499,634,846,1044,Covington County,37520,AL
20,2021,479,481,634,789,930,Crenshaw County,13865,AL
21,2021,494,541,665,898,902,Cullman County,81705,AL
22,2021,523,526,634,890,1098,Dale County,49395,AL
23,2021,492,498,646,804,876,Dallas County,40755,AL
24,2021,418,492,634,852,936,DeKalb County,71195,AL
25,2021,640,766,908,1148,1520,Elmore County,80990,AL
26,2021,479,537,634,809,991,Escambia County,37620,AL
27,2021,557,560,717,902,1002,Etowah County,103130,AL
28,2021,479,556,634,802,930,Fayette County,16655,AL
29,2021,479,539,634,796,1043,Franklin County,31505,AL
30,2021,543,547,706,923,1057,Geneva County,26570,AL
31,2021,479,556,634,840,860,Greene County,8535,AL
32,2021,691,695,839,1061,1138,Hale County,14995,AL
33,2021,492,532,634,858,1098,Henry County,17110,AL
34,2021,543,547,706,923,1057,Houston County,104110,AL
35,2021,459,574,695,864,1020,Jackson County,52325,AL
36,2021,817,871,1002,1303,1409,Jefferson County,659460,AL
37,2021,479,545,634,857,860,Lamar County,14020,AL
38,2021,525,580,748,943,1213,Lauderdale County,92590,AL
39,2021,509,574,708,925,960,Lawrence County,33290,AL
40,2021,590,625,824,1078,1227,Lee County,156595,AL
41,2021,589,690,821,1089,1387,Limestone County,91695,AL
42,2021,640,766,908,1148,1520,Lowndes County,10360,AL
43,2021,501,504,664,826,1150,Macon County,19360,AL
44,2021,589,690,821,1089,1387,Madison County,353215,AL
45,2021,479,556,634,876,1098,Marengo County,19745,AL
46,2021,479,481,634,857,1098,Marion County,30060,AL
47,2021,503,506,660,880,895,Marshall County,94740,AL
48,2021,642,658,824,1097,1212,Mobile County,414330,AL
49,2021,479,556,634,789,925,Monroe County,21745,AL
50,2021,640,766,908,1148,1520,Montgomery County,227120,AL
51,2021,509,574,708,925,960,Morgan County,119155,AL
52,2021,479,556,634,789,942,Perry County,9680,AL
53,2021,490,493,634,857,860,Pickens County,20170,AL
54,2021,510,576,675,885,990,Pike County,33285,AL
55,2021,479,556,634,857,860,Randolph County,22530,AL
56,2021,644,717,832,1118,1441,Russell County,58480,AL
57,2021,817,871,1002,1303,1409,St. Clair County,86935,AL
58,2021,817,871,1002,1303,1409,Shelby County,208720,AL
59,2021,585,603,775,964,1051,Sumter County,13085,AL
60,2021,510,512,675,880,988,Talladega County,80890,AL
61,2021,481,504,634,891,1077,Tallapoosa County,40755,AL
62,2021,691,695,839,1061,1138,Tuscaloosa County,204425,AL
63,2021,546,549,724,901,982,Walker County,64925,AL
64,2021,489,504,648,852,951,Washington County,16745,AL
65,2021,479,487,634,789,930,Wilcox County,10920,AL
66,2021,479,481,634,907,909,Winston County,23970,AL
67,2021,783,853,1115,1387,1512,Aleutians East Borough,3340,AK
68,2021,1052,1210,1595,1984,2384,Aleutians West Census Area,5785,AK
69,2021,877,926,1220,1746,2112,Anchorage Municipality,298225,AK
70,2021,1146,1407,1614,2008,2189,Bethel Census Area,17955,AK
71,2021,760,859,1082,1460,1552,Bristol Bay Borough,915,AK
72,2021,1020,1111,1453,1807,2171,Denali Borough,2305,AK
73,2021,897,1047,1277,1704,1732,Dillingham Census Area,4975,AK
74,2021,858,987,1301,1862,2253,Fairbanks North Star Borough,100030,AK
75,2021,694,756,989,1312,1478,Haines Borough,2535,AK
76,2021,670,860,1015,1314,1376,Hoonah-Angoon Census Area,2145,AK
77,2021,932,1124,1413,2022,2446,Juneau City and Borough,32435,AK
78,2021,814,817,1077,1494,1624,Kenai Peninsula Borough,57960,AK
79,2021,893,1027,1353,1801,2326,Ketchikan Gateway Borough,13745,AK
80,2021,969,1115,1469,1860,2176,Kodiak Island Borough,13775,AK
81,2021,606,659,863,1073,1230,Kusilvak Census Area,8130,AK
82,2021,580,654,826,1112,1433,Lake and Peninsula Borough,1300,AK
83,2021,733,775,1020,1460,1766,Matanuska-Susitna Borough,101135,AK
84,2021,1193,1259,1534,1970,2080,Nome Census Area,9870,AK
85,2021,1070,1077,1419,1765,1924,North Slope Borough,9755,AK
86,2021,1115,1122,1385,1871,1878,Northwest Arctic Borough,7715,AK
87,2021,795,862,1132,1408,1781,Petersburg Borough,3275,AK
88,2021,735,771,1016,1264,1378,Prince of Wales-Hyder Census Area,6475,AK
89,2021,862,1008,1179,1667,2010,Sitka City and Borough,8810,AK
90,2021,897,1063,1265,1618,1890,Skagway Municipality,1040,AK
91,2021,929,992,1210,1732,1808,Southeast Fairbanks Census Area,6890,AK
92,2021,740,983,1121,1394,1675,Valdez-Cordova Census Area,9440,AK
93,2021,688,690,910,1229,1360,Wrangell City and Borough,2475,AK
94,2021,817,882,1163,1447,1738,Yakutat City and Borough,680,AK
95,2021,553,691,788,1128,1364,Yukon-Koyukuk Census Area,5455,AK
96,2021,534,596,785,1025,1101,Apache County,71600,AZ
97,2021,663,667,874,1251,1513,Cochise County,126515,AZ
98,2021,1026,1062,1315,1712,2058,Coconino County,138640,AZ
99,2021,723,728,959,1296,1300,Gila County,53145,AZ
100,2021,722,771,898,1285,1417,Graham County,37700,AZ
101,2021,510,661,754,1014,1124,Greenlee County,9370,AZ
102,2021,643,722,952,1292,1334,La Paz County,20475,AZ
103,2021,933,1032,1251,1765,2010,Maricopa County,4155500,AZ
104,2021,645,725,905,1295,1427,Mohave County,204690,AZ
105,2021,587,670,883,1187,1225,Navajo County,107900,AZ
106,2021,633,728,959,1372,1627,Pima County,1007255,AZ
107,2021,933,1032,1251,1765,2010,Pinal County,405535,AZ
108,2021,557,598,788,1065,1069,Santa Cruz County,46360,AZ
109,2021,698,822,1051,1458,1583,Yavapai County,220970,AZ
110,2021,665,705,927,1321,1605,Yuma County,204280,AZ
111,2021,506,524,691,874,943,Arkansas County,18350,AR
112,2021,479,563,654,866,890,Ashley County,20770,AR
113,2021,505,562,721,897,978,Baxter County,41095,AR
114,2021,579,618,780,1116,1350,Benton County,251825,AR
115,2021,479,548,654,912,915,Boone County,37210,AR
116,2021,479,520,654,844,1132,Bradley County,10995,AR
117,2021,538,558,735,914,1059,Calhoun County,5195,AR
118,2021,437,509,663,825,899,Carroll County,27780,AR
119,2021,479,574,654,900,1060,Chicot County,11010,AR
120,2021,442,565,658,876,1028,Clark County,22495,AR
121,2021,493,496,654,826,1132,Clay County,15190,AR
122,2021,514,533,703,901,953,Cleburne County,25360,AR
123,2021,542,553,729,919,1091,Cleveland County,8330,AR
124,2021,493,496,654,868,1015,Columbia County,23990,AR
125,2021,477,496,654,892,1021,Conway County,20955,AR
126,2021,535,631,811,1077,1323,Craighead County,104245,AR
127,2021,551,552,728,1011,1177,Crawford County,62120,AR
128,2021,686,784,911,1228,1412,Crittenden County,49280,AR
129,2021,522,541,713,925,1118,Cross County,17165,AR
130,2021,479,496,654,936,943,Dallas County,7585,AR
131,2021,479,496,654,881,1060,Desha County,12095,AR
132,2021,479,496,654,857,943,Drew County,18620,AR
133,2021,702,735,849,1140,1339,Faulkner County,121280,AR
134,2021,481,576,657,821,947,Franklin County,17805,AR
135,2021,479,496,654,883,1102,Fulton County,12090,AR
136,2021,569,606,799,1005,1302,Garland County,97995,AR
137,2021,619,648,747,929,1031,Grant County,18075,AR
138,2021,508,609,694,993,1117,Greene County,44195,AR
139,2021,499,517,682,848,1045,Hempstead County,22155,AR
140,2021,490,531,670,887,1103,Hot Spring County,33480,AR
141,2021,474,549,654,850,966,Howard County,13470,AR
142,2021,486,504,664,826,900,Independence County,37095,AR
143,2021,431,496,654,830,887,Izard County,13520,AR
144,2021,496,496,654,813,959,Jackson County,17430,AR
145,2021,542,553,729,919,1091,Jefferson County,71375,AR
146,2021,492,510,672,878,960,Johnson County,26155,AR
147,2021,479,496,654,852,943,Lafayette County,7050,AR
148,2021,479,496,654,864,1029,Lawrence County,16775,AR
149,2021,479,496,654,936,943,Lee County,9615,AR
150,2021,542,553,729,919,1091,Lincoln County,13885,AR
151,2021,493,496,654,936,1132,Little River County,12495,AR
152,2021,431,558,654,856,887,Logan County,21800,AR
153,2021,702,735,849,1140,1339,Lonoke County,71570,AR
154,2021,579,618,780,1116,1350,Madison County,15905,AR
155,2021,431,505,654,813,1018,Marion County,16375,AR
156,2021,647,658,826,1030,1322,Miller County,43760,AR
157,2021,466,502,654,836,887,Mississippi County,43535,AR
158,2021,479,509,654,888,924,Monroe County,7420,AR
159,2021,479,542,654,896,1132,Montgomery County,9060,AR
160,2021,579,601,792,985,1142,Nevada County,8530,AR
161,2021,479,496,654,935,943,Newton County,7900,AR
162,2021,551,574,654,884,887,Ouachita County,24380,AR
163,2021,702,735,849,1140,1339,Perry County,10320,AR
164,2021,431,496,654,936,1132,Phillips County,19520,AR
165,2021,561,574,654,854,1082,Pike County,10895,AR
166,2021,493,496,654,816,946,Poinsett County,24100,AR
167,2021,431,525,654,813,1130,Polk County,20210,AR
168,2021,487,519,684,969,1024,Pope County,63370,AR
169,2021,479,496,654,813,943,Prairie County,8310,AR
170,2021,702,735,849,1140,1339,Pulaski County,392850,AR
171,2021,493,496,654,864,905,Randolph County,17515,AR
172,2021,493,496,654,936,1060,St. Francis County,26690,AR
173,2021,702,735,849,1140,1339,Saline County,116250,AR
174,2021,479,496,654,813,943,Scott County,10585,AR
175,2021,479,508,654,854,943,Searcy County,7925,AR
176,2021,551,552,728,1011,1177,Sebastian County,127360,AR
177,2021,479,574,654,828,943,Sevier County,17205,AR
178,2021,431,506,654,832,981,Sharp County,17040,AR
179,2021,479,496,654,838,943,Stone County,12445,AR
180,2021,575,589,671,960,1116,Union County,40020,AR
181,2021,512,531,700,871,949,Van Buren County,16750,AR
182,2021,579,618,780,1116,1350,Washington County,223685,AR
183,2021,462,552,700,960,1212,White County,78705,AR
184,2021,479,496,654,813,887,Woodruff County,6765,AR
185,2021,481,546,654,852,1043,Yell County,21600,AR
186,2021,1595,1934,2383,3196,3863,Alameda County,1629615,CA
187,2021,723,819,1068,1528,1695,Alpine County,1205,CA
188,2021,880,886,1149,1644,1980,Amador County,37305,CA
189,2021,825,904,1192,1692,2064,Butte County,225205,CA
190,2021,718,837,1061,1518,1837,Calaveras County,45055,CA
191,2021,654,733,966,1382,1673,Colusa County,21480,CA
192,2021,1595,1934,2383,3196,3863,Contra Costa County,1123680,CA
193,2021,677,827,1000,1387,1702,Del Norte County,27440,CA
194,2021,1060,1188,1495,2140,2588,El Dorado County,185015,CA
195,2021,795,851,1064,1509,1747,Fresno County,971615,CA
196,2021,627,703,926,1152,1256,Glenn County,27935,CA
197,2021,741,863,1113,1593,1901,Humboldt County,135490,CA
198,2021,708,810,1060,1444,1793,Imperial County,179955,CA
199,2021,811,851,1017,1374,1379,Inyo County,18195,CA
200,2021,734,743,970,1388,1679,Kern County,878745,CA
201,2021,894,903,1109,1587,1708,Kings County,150185,CA
202,2021,707,813,1072,1534,1603,Lake County,64095,CA
203,2021,633,709,935,1338,1439,Lassen County,31470,CA
204,2021,1369,1605,2058,2735,2982,Los Angeles County,10105720,CA
205,2021,875,881,1151,1647,1802,Madera County,154440,CA
206,2021,2350,2923,3553,4567,4970,Marin County,260815,CA
207,2021,746,836,1102,1402,1908,Mariposa County,17660,CA
208,2021,908,941,1240,1740,2103,Mendocino County,87495,CA
209,2021,724,882,1067,1527,1847,Merced County,267390,CA
210,2021,546,612,807,1090,1281,Modoc County,9015,CA
211,2021,875,1006,1326,1785,2104,Mono County,14060,CA
212,2021,1348,1466,1793,2566,2813,Monterey County,433170,CA
213,2021,1331,1531,2018,2826,2836,Napa County,141005,CA
214,2021,884,1013,1335,1911,2052,Nevada County,98840,CA
215,2021,1678,1888,2331,3227,3716,Orange County,3155815,CA
216,2021,1060,1188,1495,2140,2588,Placer County,374985,CA
217,2021,618,722,937,1318,1569,Plumas County,18725,CA
218,2021,955,1106,1390,1917,2369,Riverside County,2355000,CA
219,2021,1060,1188,1495,2140,2588,Sacramento County,1495400,CA
220,2021,1200,1270,1674,2396,2898,San Benito County,58670,CA
221,2021,955,1106,1390,1917,2369,San Bernardino County,2121220,CA
222,2021,1478,1642,2124,2987,3677,San Diego County,3283665,CA
223,2021,2350,2923,3553,4567,4970,San Francisco County,864265,CA
224,2021,845,964,1270,1818,2199,San Joaquin County,724155,CA
225,2021,1166,1263,1665,2383,2877,San Luis Obispo County,280120,CA
226,2021,2350,2923,3553,4567,4970,San Mateo County,763450,CA
227,2021,1728,2015,2374,3137,3589,Santa Barbara County,442995,CA
228,2021,2228,2558,3051,3984,4593,Santa Clara County,1911225,CA
229,2021,1993,2292,3021,3947,4419,Santa Cruz County,273265,CA
230,2021,804,924,1218,1743,2109,Shasta County,178920,CA
231,2021,837,949,1237,1770,1963,Sierra County,2885,CA
232,2021,661,694,914,1308,1381,Siskiyou County,43530,CA
233,2021,1190,1351,1617,2314,2800,Solano County,434980,CA
234,2021,1340,1519,1996,2825,3254,Sonoma County,500945,CA
235,2021,890,987,1224,1733,2033,Stanislaus County,535685,CA
236,2021,875,881,1122,1606,1943,Sutter County,95585,CA
237,2021,692,722,952,1261,1458,Tehama County,63245,CA
238,2021,587,680,868,1242,1377,Trinity County,13035,CA
239,2021,723,728,959,1337,1561,Tulare County,458810,CA
240,2021,726,845,1101,1551,1906,Tuolumne County,53900,CA
241,2021,1269,1519,1923,2690,3189,Ventura County,847835,CA
242,2021,1085,1147,1511,2162,2584,Yolo County,212605,CA
243,2021,875,881,1122,1606,1943,Yuba County,74645,CA
244,2021,1179,1304,1605,2186,2486,Adams County,487850,CO
245,2021,648,659,845,1087,1448,Alamosa County,16345,CO
246,2021,1179,1304,1605,2186,2486,Arapahoe County,626610,CO
247,2021,779,784,1033,1312,1789,Archuleta County,12590,CO
248,2021,620,624,734,1050,1271,Baca County,3580,CO
249,2021,652,655,791,984,1073,Bent County,5805,CO
250,2021,1279,1428,1724,2360,2721,Boulder County,316780,CO
251,2021,1179,1304,1605,2186,2486,Broomfield County,64285,CO
252,2021,601,799,911,1167,1434,Chaffee County,18820,CO
253,2021,553,557,734,985,1156,Cheyenne County,2125,CO
254,2021,1179,1304,1605,2186,2486,Clear Creek County,9255,CO
255,2021,597,600,734,945,995,Conejos County,8145,CO
256,2021,629,633,774,963,1219,Costilla County,3630,CO
257,2021,679,683,835,1121,1132,Crowley County,5515,CO
258,2021,652,657,862,1072,1492,Custer County,4505,CO
259,2021,739,744,981,1235,1330,Delta County,30215,CO
260,2021,1179,1304,1605,2186,2486,Denver County,678465,CO
261,2021,610,614,750,1073,1181,Dolores County,1735,CO
262,2021,1179,1304,1605,2186,2486,Douglas County,320940,CO
263,2021,1132,1331,1715,2139,2326,Eagle County,53725,CO
264,2021,1179,1304,1605,2186,2486,Elbert County,24555,CO
265,2021,797,949,1200,1717,2078,El Paso County,674825,CO
266,2021,675,679,895,1281,1321,Fremont County,46600,CO
267,2021,947,953,1212,1636,2098,Garfield County,57945,CO
268,2021,1179,1304,1605,2186,2486,Gilpin County,5795,CO
269,2021,755,874,1144,1484,1981,Grand County,14795,CO
270,2021,820,825,1012,1448,1752,Gunnison County,16215,CO
271,2021,603,725,826,1121,1300,Hinsdale County,820,CO
272,2021,666,671,847,1054,1334,Huerfano County,6500,CO
273,2021,796,801,979,1328,1541,Jackson County,1370,CO
274,2021,1179,1304,1605,2186,2486,Jefferson County,564030,CO
275,2021,617,621,770,1050,1195,Kiowa County,1370,CO
276,2021,649,653,861,1149,1491,Kit Carson County,7845,CO
277,2021,746,763,870,1245,1370,Lake County,7480,CO
278,2021,965,1009,1150,1646,1851,La Plata County,54470,CO
279,2021,1004,1096,1351,1933,2339,Larimer County,330975,CO
280,2021,563,647,853,1219,1276,Las Animas County,14150,CO
281,2021,650,654,862,1121,1492,Lincoln County,5520,CO
282,2021,683,687,845,1209,1314,Logan County,21885,CO
283,2021,674,772,1018,1457,1763,Mesa County,148800,CO
284,2021,796,801,979,1328,1541,Mineral County,835,CO
285,2021,660,665,876,1101,1188,Moffat County,13055,CO
286,2021,684,688,907,1151,1429,Montezuma County,25770,CO
287,2021,681,685,903,1292,1385,Montrose County,40910,CO
288,2021,607,681,898,1160,1384,Morgan County,28125,CO
289,2021,627,631,832,1035,1312,Otero County,18325,CO
290,2021,1024,1031,1359,1690,2052,Ouray County,4655,CO
291,2021,1179,1304,1605,2186,2486,Park County,16900,CO
292,2021,610,614,809,1072,1168,Phillips County,4325,CO
293,2021,1129,1298,1711,2312,2320,Pitkin County,17745,CO
294,2021,623,627,773,961,1218,Prowers County,12085,CO
295,2021,631,634,836,1118,1320,Pueblo County,163370,CO
296,2021,679,684,901,1198,1222,Rio Blanco County,6555,CO
297,2021,606,609,745,1047,1051,Rio Grande County,11430,CO
298,2021,1052,1059,1395,1796,2415,Routt County,24360,CO
299,2021,574,578,762,970,1033,Saguache County,6340,CO
300,2021,796,801,979,1328,1541,San Juan County,570,CO
301,2021,984,1159,1491,2061,2347,San Miguel County,7805,CO
302,2021,625,629,734,913,1271,Sedgwick County,2355,CO
303,2021,1200,1321,1607,2178,2530,Summit County,29720,CO
304,2021,761,875,1153,1650,1875,Teller County,23770,CO
305,2021,699,715,815,1014,1105,Washington County,4810,CO
306,2021,827,937,1184,1694,1988,Weld County,285730,CO
307,2021,629,634,835,1132,1132,Yuma County,10110,CO
308,2021,1138,1350,1725,2171,2557,Fairfield County,19525,CT
309,2021,954,1156,1446,1842,2217,Fairfield County,147585,CT
310,2021,1138,1350,1725,2171,2557,Fairfield County,17065,CT
311,2021,1138,1350,1725,2171,2557,Fairfield County,84575,CT
312,2021,1292,1621,1958,2439,2720,Fairfield County,21740,CT
313,2021,954,1156,1446,1842,2217,Fairfield County,7605,CT
314,2021,954,1156,1446,1842,2217,Fairfield County,61610,CT
315,2021,1292,1621,1958,2439,2720,Fairfield County,62780,CT
316,2021,954,1156,1446,1842,2217,Fairfield County,19765,CT
317,2021,1292,1621,1958,2439,2720,Fairfield County,20355,CT
318,2021,1138,1350,1725,2171,2557,Fairfield County,14090,CT
319,2021,1138,1350,1725,2171,2557,Fairfield County,28030,CT
320,2021,1292,1621,1958,2439,2720,Fairfield County,88535,CT
321,2021,1138,1350,1725,2171,2557,Fairfield County,9275,CT
322,2021,1138,1350,1725,2171,2557,Fairfield County,25205,CT
323,2021,954,1156,1446,1842,2217,Fairfield County,41280,CT
324,2021,1138,1350,1725,2171,2557,Fairfield County,3655,CT
325,2021,1292,1621,1958,2439,2720,Fairfield County,128850,CT
326,2021,954,1156,1446,1842,2217,Fairfield County,52530,CT
327,2021,954,1156,1446,1842,2217,Fairfield County,36455,CT
328,2021,1292,1621,1958,2439,2720,Fairfield County,10370,CT
329,2021,1292,1621,1958,2439,2720,Fairfield County,27775,CT
330,2021,1292,1621,1958,2439,2720,Fairfield County,18660,CT
331,2021,889,1091,1347,1675,1958,Hartford County,18380,CT
332,2021,889,1091,1347,1675,1958,Hartford County,20585,CT
333,2021,889,1091,1347,1675,1958,Hartford County,20850,CT
334,2021,889,1091,1347,1675,1958,Hartford County,60500,CT
335,2021,889,1091,1347,1675,1958,Hartford County,9600,CT
336,2021,889,1091,1347,1675,1958,Hartford County,10340,CT
337,2021,889,1091,1347,1675,1958,Hartford County,5220,CT
338,2021,889,1091,1347,1675,1958,Hartford County,50810,CT
339,2021,889,1091,1347,1675,1958,Hartford County,11410,CT
340,2021,889,1091,1347,1675,1958,Hartford County,44610,CT
341,2021,889,1091,1347,1675,1958,Hartford County,25595,CT
342,2021,889,1091,1347,1675,1958,Hartford County,34690,CT
343,2021,889,1091,1347,1675,1958,Hartford County,11325,CT
344,2021,889,1091,1347,1675,1958,Hartford County,124390,CT
345,2021,889,1091,1347,1675,1958,Hartford County,2085,CT
346,2021,889,1091,1347,1675,1958,Hartford County,58170,CT
347,2021,889,1091,1347,1675,1958,Hartford County,6420,CT
348,2021,889,1091,1347,1675,1958,Hartford County,73070,CT
349,2021,889,1091,1347,1675,1958,Hartford County,30605,CT
350,2021,889,1091,1347,1675,1958,Hartford County,17805,CT
351,2021,889,1091,1347,1675,1958,Hartford County,20015,CT
352,2021,889,1091,1347,1675,1958,Hartford County,24305,CT
353,2021,889,1091,1347,1675,1958,Hartford County,43815,CT
354,2021,889,1091,1347,1675,1958,Hartford County,25800,CT
355,2021,889,1091,1347,1675,1958,Hartford County,15675,CT
356,2021,889,1091,1347,1675,1958,Hartford County,63360,CT
357,2021,889,1091,1347,1675,1958,Hartford County,26395,CT
358,2021,889,1091,1347,1675,1958,Hartford County,29035,CT
359,2021,889,1091,1347,1675,1958,Hartford County,12565,CT
360,2021,806,950,1222,1525,1657,Litchfield County,3695,CT
361,2021,806,950,1222,1525,1657,Litchfield County,3490,CT
362,2021,806,950,1222,1525,1657,Litchfield County,1680,CT
363,2021,806,950,1222,1525,1657,Litchfield County,1130,CT
364,2021,806,950,1222,1525,1657,Litchfield County,1470,CT
365,2021,806,950,1222,1525,1657,Litchfield County,1365,CT
366,2021,806,950,1222,1525,1657,Litchfield County,2915,CT
367,2021,806,950,1222,1525,1657,Litchfield County,5525,CT
368,2021,806,950,1222,1525,1657,Litchfield County,2855,CT
369,2021,806,950,1222,1525,1657,Litchfield County,8250,CT
370,2021,806,950,1222,1525,1657,Litchfield County,2365,CT
371,2021,806,950,1222,1525,1657,Litchfield County,6795,CT
372,2021,806,950,1222,1525,1657,Litchfield County,27380,CT
373,2021,806,950,1222,1525,1657,Litchfield County,1440,CT
374,2021,806,950,1222,1525,1657,Litchfield County,3330,CT
375,2021,806,950,1222,1525,1657,Litchfield County,11890,CT
376,2021,806,950,1222,1525,1657,Litchfield County,2230,CT
377,2021,806,950,1222,1525,1657,Litchfield County,3660,CT
378,2021,806,950,1222,1525,1657,Litchfield County,2735,CT
379,2021,806,950,1222,1525,1657,Litchfield County,7670,CT
380,2021,806,950,1222,1525,1657,Litchfield County,35080,CT
381,2021,806,950,1222,1525,1657,Litchfield County,1465,CT
382,2021,806,950,1222,1525,1657,Litchfield County,3490,CT
383,2021,806,950,1222,1525,1657,Litchfield County,21975,CT
384,2021,806,950,1222,1525,1657,Litchfield County,10895,CT
385,2021,806,950,1222,1525,1657,Litchfield County,9685,CT
386,2021,889,1091,1347,1675,1958,Middlesex County,4285,CT
387,2021,1004,1155,1522,2178,2635,Middlesex County,13040,CT
388,2021,889,1091,1347,1675,1958,Middlesex County,14020,CT
389,2021,1004,1155,1522,2178,2635,Middlesex County,4545,CT
390,2021,889,1091,1347,1675,1958,Middlesex County,7290,CT
391,2021,889,1091,1347,1675,1958,Middlesex County,9070,CT
392,2021,889,1091,1347,1675,1958,Middlesex County,12890,CT
393,2021,1004,1155,1522,2178,2635,Middlesex County,6590,CT
394,2021,889,1091,1347,1675,1958,Middlesex County,8305,CT
395,2021,1004,1155,1522,2178,2635,Middlesex County,6440,CT
396,2021,889,1091,1347,1675,1958,Middlesex County,4400,CT
397,2021,889,1091,1347,1675,1958,Middlesex County,46745,CT
398,2021,1004,1155,1522,2178,2635,Middlesex County,10160,CT
399,2021,889,1091,1347,1675,1958,Middlesex County,9390,CT
400,2021,1004,1155,1522,2178,2635,Middlesex County,6925,CT
401,2021,939,1177,1423,1770,2325,New Haven County,18955,CT
402,2021,939,1177,1423,1770,2325,New Haven County,6110,CT
403,2021,1055,1181,1438,1793,1993,New Haven County,5525,CT
404,2021,1055,1181,1438,1793,1993,New Haven County,28150,CT
405,2021,1055,1181,1438,1793,1993,New Haven County,29275,CT
406,2021,939,1177,1423,1770,2325,New Haven County,12700,CT
407,2021,1055,1181,1438,1793,1993,New Haven County,29005,CT
408,2021,1055,1181,1438,1793,1993,New Haven County,22375,CT
409,2021,1055,1181,1438,1793,1993,New Haven County,61495,CT
410,2021,1055,1181,1438,1793,1993,New Haven County,18245,CT
411,2021,1055,1181,1438,1793,1993,New Haven County,60240,CT
412,2021,773,948,1172,1458,1669,New Haven County,7660,CT
413,2021,939,1177,1423,1770,2325,New Haven County,53865,CT
414,2021,773,948,1172,1458,1669,New Haven County,31650,CT
415,2021,1055,1181,1438,1793,1993,New Haven County,130885,CT
416,2021,1055,1181,1438,1793,1993,New Haven County,14275,CT
417,2021,1055,1181,1438,1793,1993,New Haven County,23875,CT
418,2021,1055,1181,1438,1793,1993,New Haven County,13980,CT
419,2021,939,1177,1423,1770,2325,New Haven County,12970,CT
420,2021,773,948,1172,1458,1669,New Haven County,9750,CT
421,2021,939,1177,1423,1770,2325,New Haven County,16580,CT
422,2021,773,948,1172,1458,1669,New Haven County,19675,CT
423,2021,1055,1181,1438,1793,1993,New Haven County,44990,CT
424,2021,773,948,1172,1458,1669,New Haven County,109250,CT
425,2021,1055,1181,1438,1793,1993,New Haven County,55045,CT
426,2021,773,948,1172,1458,1669,New Haven County,16695,CT
427,2021,1055,1181,1438,1793,1993,New Haven County,8905,CT
428,2021,810,976,1227,1584,2027,New London County,2585,CT
429,2021,846,1007,1282,1835,2220,New London County,16015,CT
430,2021,810,976,1227,1584,2027,New London County,18885,CT
431,2021,810,976,1227,1584,2027,New London County,1910,CT
432,2021,810,976,1227,1584,2027,New London County,11790,CT
433,2021,810,976,1227,1584,2027,New London County,39490,CT
434,2021,846,1007,1282,1835,2220,New London County,7240,CT
435,2021,810,976,1227,1584,2027,New London County,14925,CT
436,2021,810,976,1227,1584,2027,New London County,4300,CT
437,2021,810,976,1227,1584,2027,New London County,2425,CT
438,2021,810,976,1227,1584,2027,New London County,19385,CT
439,2021,810,976,1227,1584,2027,New London County,27145,CT
440,2021,810,976,1227,1584,2027,New London County,5255,CT
441,2021,810,976,1227,1584,2027,New London County,39875,CT
442,2021,810,976,1227,1584,2027,New London County,7495,CT
443,2021,810,976,1227,1584,2027,New London County,4695,CT
444,2021,810,976,1227,1584,2027,New London County,4160,CT
445,2021,810,976,1227,1584,2027,New London County,2940,CT
446,2021,810,976,1227,1584,2027,New London County,18485,CT
447,2021,810,976,1227,1584,2027,New London County,2570,CT
448,2021,810,976,1227,1584,2027,New London County,19200,CT
449,2021,889,1091,1347,1675,1958,Tolland County,3180,CT
450,2021,889,1091,1347,1675,1958,Tolland County,4945,CT
451,2021,889,1091,1347,1675,1958,Tolland County,5440,CT
452,2021,889,1091,1347,1675,1958,Tolland County,12460,CT
453,2021,889,1091,1347,1675,1958,Tolland County,15950,CT
454,2021,889,1091,1347,1675,1958,Tolland County,9550,CT
455,2021,889,1091,1347,1675,1958,Tolland County,26020,CT
456,2021,889,1091,1347,1675,1958,Tolland County,11285,CT
457,2021,889,1091,1347,1675,1958,Tolland County,11900,CT
458,2021,889,1091,1347,1675,1958,Tolland County,14840,CT
459,2021,889,1091,1347,1675,1958,Tolland County,930,CT
460,2021,889,1091,1347,1675,1958,Tolland County,29180,CT
