,Year,Studio,One Bedroom,Two Bedroom,Three Bedroom,Four Bedroom,County,Population,State
3609,2021,848,955,1148,1428,1714,Washington County,15600,RI
3610,2021,927,933,1176,1645,1836,Washington County,830,RI
3611,2021,848,955,1148,1428,1714,Washington County,26180,RI
3612,2021,848,955,1148,1428,1714,Washington County,7610,RI
3613,2021,848,955,1148,1428,1714,Washington County,30710,RI
3614,2021,927,933,1176,1645,1836,Washington County,22625,RI
3615,2021,512,515,679,972,1176,Abbeville County,24790,SC
3616,2021,636,708,815,1108,1411,Aiken County,165705,SC
3617,2021,512,515,679,917,921,Allendale County,9400,SC
3618,2021,623,680,844,1092,1422,Anderson County,194175,SC
3619,2021,540,544,717,1022,1079,Bamberg County,14840,SC
3620,2021,557,587,679,898,921,Barnwell County,21790,SC
3621,2021,1032,1056,1204,1564,2085,Beaufort County,179315,SC
3622,2021,1000,1059,1207,1544,2010,Berkeley County,204630,SC
3623,2021,782,845,963,1236,1527,Calhoun County,14810,SC
3624,2021,1000,1059,1207,1544,2010,Charleston County,387845,SC
3625,2021,476,547,721,920,1165,Cherokee County,56550,SC
3626,2021,553,556,720,941,1109,Chester County,32425,SC
3627,2021,557,596,679,930,985,Chesterfield County,46125,SC
3628,2021,512,515,679,845,1014,Clarendon County,34155,SC
3629,2021,566,606,691,900,976,Colleton County,37580,SC
3630,2021,516,596,679,889,966,Darlington County,67570,SC
3631,2021,557,594,679,852,1072,Dillon County,31075,SC
3632,2021,1000,1059,1207,1544,2010,Dorchester County,151715,SC
3633,2021,636,708,815,1108,1411,Edgefield County,26620,SC
3634,2021,782,845,963,1236,1527,Fairfield County,22870,SC
3635,2021,616,620,809,1024,1190,Florence County,138535,SC
3636,2021,611,615,811,1145,1149,Georgetown County,61065,SC
3637,2021,731,826,942,1254,1518,Greenville County,490330,SC
3638,2021,619,628,722,971,979,Greenwood County,69980,SC
3639,2021,517,520,679,952,1176,Hampton County,20065,SC
3640,2021,732,763,898,1160,1314,Horry County,310185,SC
3641,2021,795,813,927,1153,1414,Jasper County,27465,SC
3642,2021,585,630,718,1028,1243,Kershaw County,63735,SC
3643,2021,623,628,827,1074,1144,Lancaster County,86545,SC
3644,2021,606,610,804,1023,1090,Laurens County,66510,SC
3645,2021,557,562,679,888,1149,Lee County,17895,SC
3646,2021,782,845,963,1236,1527,Lexington County,281870,SC
3647,2021,512,515,679,972,996,McCormick County,9695,SC
3648,2021,526,529,679,908,921,Marion County,31765,SC
3649,2021,523,527,679,923,1033,Marlboro County,27505,SC
3650,2021,599,603,795,1043,1224,Newberry County,37915,SC
3651,2021,507,550,725,996,1028,Oconee County,75925,SC
3652,2021,582,596,679,866,1171,Orangeburg County,89115,SC
3653,2021,731,826,942,1254,1518,Pickens County,121450,SC
3654,2021,782,845,963,1236,1527,Richland County,404870,SC
3655,2021,782,845,963,1236,1527,Saluda County,20230,SC
3656,2021,695,735,845,1113,1163,Spartanburg County,297730,SC
3657,2021,651,667,825,1076,1205,Sumter County,107380,SC
3658,2021,530,535,705,990,1032,Union County,27770,SC
3659,2021,512,515,679,845,1037,Williamsburg County,32255,SC
3660,2021,987,1010,1151,1518,1956,York County,251665,SC
3661,2021,503,587,719,894,1002,Aurora County,2740,SD
3662,2021,549,552,719,1028,1066,Beadle County,18165,SD
3663,2021,503,615,719,894,1121,Bennett County,3440,SD
3664,2021,503,546,719,988,992,Bon Homme County,6970,SD
3665,2021,589,593,780,1116,1350,Brookings County,33695,SD
3666,2021,530,575,758,1085,1102,Brown County,38635,SD
3667,2021,503,546,719,1029,1121,Brule County,5280,SD
3668,2021,503,546,719,894,1121,Buffalo County,2050,SD
3669,2021,567,601,792,985,1235,Butte County,10195,SD
3670,2021,503,546,719,1029,1121,Campbell County,1445,SD
3671,2021,503,547,719,935,1024,Charles Mix County,9320,SD
3672,2021,503,546,719,894,1067,Clark County,3640,SD
3673,2021,530,580,765,1018,1325,Clay County,13905,SD
3674,2021,508,565,744,1028,1267,Codington County,27965,SD
3675,2021,503,546,719,906,1062,Corson County,4175,SD
3676,2021,614,706,931,1158,1290,Custer County,8520,SD
3677,2021,509,586,772,972,1337,Davison County,19755,SD
3678,2021,503,606,719,996,1121,Day County,5525,SD
3679,2021,503,617,719,1029,1121,Deuel County,4280,SD
3680,2021,503,546,719,894,975,Dewey County,5710,SD
3681,2021,523,568,748,974,1166,Douglas County,2940,SD
3682,2021,503,575,719,1029,1245,Edmunds County,3970,SD
3683,2021,512,555,732,945,1267,Fall River County,6785,SD
3684,2021,503,546,719,894,1121,Faulk County,2325,SD
3685,2021,514,558,735,914,1146,Grant County,7135,SD
3686,2021,503,546,719,965,1121,Gregory County,4210,SD
3687,2021,520,578,761,985,1152,Haakon County,2085,SD
3688,2021,503,586,719,971,975,Hamlin County,5910,SD
3689,2021,503,546,719,989,1121,Hand County,3305,SD
3690,2021,503,546,719,1029,1121,Hanson County,3405,SD
3691,2021,548,594,783,974,1221,Harding County,1280,SD
3692,2021,495,569,750,1073,1299,Hughes County,17570,SD
3693,2021,519,563,742,925,1006,Hutchinson County,7275,SD
3694,2021,506,549,724,901,1129,Hyde County,1375,SD
3695,2021,503,631,719,1029,1108,Jackson County,3275,SD
3696,2021,503,631,719,1029,1121,Jerauld County,2035,SD
3697,2021,503,546,719,936,1121,Jones County,740,SD
3698,2021,503,546,719,1029,1067,Kingsbury County,5000,SD
3699,2021,503,546,719,1029,1185,Lake County,12350,SD
3700,2021,496,555,719,1029,1245,Lawrence County,25020,SD
3701,2021,642,714,874,1150,1435,Lincoln County,53145,SD
3702,2021,503,570,719,894,1121,Lyman County,3880,SD
3703,2021,642,714,874,1150,1435,McCook County,5515,SD
3704,2021,508,559,737,1062,1132,McPherson County,2365,SD
3705,2021,503,546,719,992,1121,Marshall County,4760,SD
3706,2021,566,651,858,1186,1486,Meade County,27065,SD
3707,2021,503,546,719,894,1121,Mellette County,2060,SD
3708,2021,503,546,719,894,1121,Miner County,2255,SD
3709,2021,642,714,874,1150,1435,Minnehaha County,183660,SD
3710,2021,503,631,719,898,1202,Moody County,6495,SD
3711,2021,503,546,719,894,975,Oglala Lakota County,14290,SD
3712,2021,577,664,875,1237,1437,Pennington County,108125,SD
3713,2021,503,546,719,894,1166,Perkins County,2965,SD
3714,2021,509,552,727,946,1133,Potter County,2320,SD
3715,2021,503,547,719,932,1022,Roberts County,10250,SD
3716,2021,503,595,719,904,1245,Sanborn County,2365,SD
3717,2021,503,546,719,916,975,Spink County,6480,SD
3718,2021,567,615,810,1054,1263,Stanley County,2995,SD
3719,2021,503,559,719,938,1121,Sully County,1390,SD
3720,2021,503,546,719,944,978,Todd County,10015,SD
3721,2021,503,546,719,924,1121,Tripp County,5480,SD
3722,2021,642,714,874,1150,1435,Turner County,8240,SD
3723,2021,549,631,832,1035,1128,Union County,14930,SD
3724,2021,503,616,719,951,1095,Walworth County,5500,SD
3725,2021,508,551,726,966,1022,Yankton County,22660,SD
3726,2021,503,546,719,897,1071,Ziebach County,2835,SD
3727,2021,624,729,896,1182,1421,Anderson County,75540,TN
3728,2021,599,603,795,989,1170,Bedford County,46855,TN
3729,2021,514,582,663,849,961,Benton County,16155,TN
3730,2021,514,549,663,949,1148,Bledsoe County,14415,TN
3731,2021,624,729,896,1182,1421,Blount County,127135,TN
3732,2021,536,617,813,1056,1212,Bradley County,103665,TN
3733,2021,445,509,671,914,1035,Campbell County,39825,TN
3734,2021,998,1031,1197,1539,1930,Cannon County,13840,TN
3735,2021,514,582,663,855,899,Carroll County,28135,TN
3736,2021,617,621,752,956,1114,Carter County,56500,TN
3737,2021,998,1031,1197,1539,1930,Cheatham County,39715,TN
3738,2021,549,661,832,1147,1152,Chester County,17095,TN
3739,2021,514,530,663,825,908,Claiborne County,31565,TN
3740,2021,514,519,663,949,957,Clay County,7685,TN
3741,2021,500,503,663,949,1148,Cocke County,35260,TN
3742,2021,539,543,715,974,1236,Coffee County,54075,TN
3743,2021,444,511,673,900,1165,Crockett County,14555,TN
3744,2021,500,503,663,942,1050,Cumberland County,58180,TN
3745,2021,998,1031,1197,1539,1930,Davidson County,678320,TN
3746,2021,514,582,663,825,980,Decatur County,11680,TN
3747,2021,500,503,663,919,980,DeKalb County,19380,TN
3748,2021,998,1031,1197,1539,1930,Dickson County,51340,TN
3749,2021,443,509,671,960,1001,Dyer County,37750,TN
3750,2021,686,784,911,1228,1412,Fayette County,39335,TN
3751,2021,500,503,663,837,1042,Fentress County,17940,TN
3752,2021,509,512,663,949,1090,Franklin County,41395,TN
3753,2021,521,570,672,923,1163,Gibson County,49220,TN
3754,2021,517,585,667,871,1071,Giles County,29025,TN
3755,2021,481,575,689,924,934,Grainger County,22940,TN
3756,2021,548,551,663,941,1125,Greene County,68520,TN
3757,2021,514,514,663,888,980,Grundy County,13360,TN
3758,2021,568,571,753,1028,1032,Hamblen County,63465,TN
3759,2021,636,694,838,1092,1306,Hamilton County,354590,TN
3760,2021,502,505,663,898,1148,Hancock County,6605,TN
3761,2021,500,503,663,867,928,Hardeman County,25785,TN
3762,2021,504,508,669,832,1018,Hardin County,25815,TN
3763,2021,513,533,701,916,1008,Hawkins County,56400,TN
3764,2021,484,503,663,899,980,Haywood County,17945,TN
3765,2021,514,545,663,888,899,Henderson County,27890,TN
3766,2021,507,510,663,854,904,Henry County,32265,TN
3767,2021,647,685,781,1013,1352,Hickman County,24500,TN
3768,2021,539,543,715,889,970,Houston County,8190,TN
3769,2021,514,582,663,915,1148,Humphreys County,18280,TN
3770,2021,500,503,663,825,899,Jackson County,11575,TN
3771,2021,568,571,753,1028,1032,Jefferson County,52885,TN
3772,2021,501,504,664,826,982,Johnson County,17845,TN
3773,2021,624,729,896,1182,1421,Knox County,452285,TN
3774,2021,500,503,663,825,959,Lake County,7590,TN
3775,2021,500,503,663,871,1040,Lauderdale County,26495,TN
3776,2021,520,525,671,878,1042,Lawrence County,42590,TN
3777,2021,500,503,663,901,980,Lewis County,11945,TN
3778,2021,518,537,668,927,1030,Lincoln County,33545,TN
3779,2021,624,729,896,1182,1421,Loudon County,51025,TN
3780,2021,541,612,698,943,947,McMinn County,52570,TN
3781,2021,514,561,663,873,1148,McNairy County,25945,TN
3782,2021,551,555,731,909,1171,Macon County,23240,TN
3783,2021,549,661,832,1147,1152,Madison County,97885,TN
3784,2021,636,694,838,1092,1306,Marion County,28355,TN
3785,2021,571,574,757,974,1027,Marshall County,31755,TN
3786,2021,730,735,945,1342,1452,Maury County,87605,TN
3787,2021,514,582,663,949,980,Meigs County,11830,TN
3788,2021,437,568,663,896,899,Monroe County,45700,TN
3789,2021,576,689,872,1248,1510,Montgomery County,192120,TN
3790,2021,514,519,663,933,980,Moore County,6300,TN
3791,2021,478,520,685,945,1186,Morgan County,21640,TN
3792,2021,453,545,663,854,926,Obion County,30660,TN
3793,2021,514,519,663,916,980,Overton County,21995,TN
3794,2021,500,503,663,925,980,Perry County,7880,TN
3795,2021,501,519,663,825,980,Pickett County,5070,TN
3796,2021,536,617,813,1056,1212,Polk County,16720,TN
3797,2021,548,552,717,987,1092,Putnam County,75565,TN
3798,2021,516,519,684,914,1142,Rhea County,32480,TN
3799,2021,512,597,776,986,1201,Roane County,52925,TN
3800,2021,998,1031,1197,1539,1930,Robertson County,68575,TN
3801,2021,998,1031,1197,1539,1930,Rutherford County,298455,TN
3802,2021,500,504,663,896,899,Scott County,21950,TN
3803,2021,636,694,838,1092,1306,Sequatchie County,14655,TN
3804,2021,658,687,808,1067,1197,Sevier County,95525,TN
3805,2021,686,784,911,1228,1412,Shelby County,937845,TN
3806,2021,494,546,720,908,1074,Smith County,19280,TN
3807,2021,520,525,671,835,1162,Stewart County,13250,TN
3808,2021,513,533,701,916,1008,Sullivan County,156520,TN
3809,2021,998,1031,1197,1539,1930,Sumner County,175730,TN
3810,2021,686,784,911,1228,1412,Tipton County,61435,TN
3811,2021,998,1031,1197,1539,1930,Trousdale County,8775,TN
3812,2021,617,621,752,956,1114,Unicoi County,17830,TN
3813,2021,624,729,896,1182,1421,Union County,19175,TN
3814,2021,500,503,663,861,980,Van Buren County,5675,TN
3815,2021,525,529,697,867,1042,Warren County,40210,TN
3816,2021,617,621,752,956,1114,Washington County,126435,TN
3817,2021,514,556,663,898,980,Wayne County,16715,TN
3818,2021,514,547,663,843,977,Weakley County,33775,TN
3819,2021,525,530,677,842,918,White County,26395,TN
3820,2021,998,1031,1197,1539,1930,Williamson County,212160,TN
3821,2021,998,1031,1197,1539,1930,Wilson County,128875,TN
3822,2021,568,659,774,1106,1333,Anderson County,57745,TX
3823,2021,766,838,1044,1309,1805,Andrews County,17575,TX
3824,2021,738,742,871,1101,1181,Angelina County,87700,TX
3825,2021,683,779,906,1297,1420,Aransas County,24830,TX
3826,2021,585,656,832,1136,1346,Archer County,8795,TX
3827,2021,629,705,906,1236,1406,Armstrong County,1930,TX
3828,2021,603,773,881,1096,1417,Atascosa County,48140,TX
3829,2021,650,810,956,1242,1641,Austin County,29290,TX
3830,2021,538,582,734,1050,1085,Bailey County,7100,TX
3831,2021,761,912,1114,1446,1793,Bandera County,21315,TX
3832,2021,1059,1212,1434,1848,2207,Bastrop County,80305,TX
3833,2021,538,644,734,1050,1085,Baylor County,3600,TX
3834,2021,697,702,925,1300,1511,Bee County,32730,TX
3835,2021,635,639,815,1166,1411,Bell County,336505,TX
3836,2021,761,912,1114,1446,1793,Bexar County,1892005,TX
3837,2021,656,679,895,1113,1319,Blanco County,11090,TX
3838,2021,580,628,791,1044,1170,Borden County,600,TX
3839,2021,538,557,734,913,1032,Bosque County,17955,TX
3840,2021,647,658,826,1030,1322,Bowie County,93635,TX
3841,2021,751,999,1139,1528,1972,Brazoria County,345995,TX
3842,2021,686,774,909,1301,1574,Brazos County,214230,TX
3843,2021,631,635,825,1115,1119,Brewster County,9220,TX
3844,2021,538,582,734,1050,1085,Briscoe County,1590,TX
3845,2021,538,582,734,913,1085,Brooks County,7250,TX
3846,2021,528,631,801,1142,1206,Brown County,37785,TX
3847,2021,686,774,909,1301,1574,Burleson County,17595,TX
3848,2021,707,759,865,1169,1238,Burnet County,45015,TX
3849,2021,1059,1212,1434,1848,2207,Caldwell County,40545,TX
3850,2021,544,695,822,1113,1215,Calhoun County,21820,TX
3851,2021,707,733,955,1285,1639,Callahan County,13660,TX
3852,2021,586,590,753,989,1138,Cameron County,420200,TX
3853,2021,538,639,734,1050,1269,Camp County,12670,TX
3854,2021,629,705,906,1236,1406,Carson County,6035,TX
3855,2021,538,557,734,1050,1177,Cass County,30120,TX
3856,2021,538,644,734,1027,1085,Castro County,7890,TX
3857,2021,908,983,1176,1576,2010,Chambers County,39285,TX
3858,2021,491,577,744,1005,1009,Cherokee County,51595,TX
3859,2021,612,663,835,1039,1235,Childress County,7065,TX
3860,2021,585,656,832,1136,1346,Clay County,10370,TX
3861,2021,538,582,734,913,1121,Cochran County,2930,TX
3862,2021,538,557,734,913,1085,Coke County,3240,TX
3863,2021,538,557,734,984,995,Coleman County,8420,TX
3864,2021,1029,1134,1352,1746,2309,Collin County,914075,TX
3865,2021,538,644,734,990,1085,Collingsworth County,3025,TX
3866,2021,555,574,757,1035,1101,Colorado County,20915,TX
3867,2021,761,912,1114,1446,1793,Comal County,129100,TX
3868,2021,538,644,734,1050,1092,Comanche County,13490,TX
3869,2021,619,640,844,1050,1248,Concho County,3860,TX
3870,2021,616,697,840,1135,1139,Cooke County,39065,TX
3871,2021,635,639,815,1166,1411,Coryell County,75820,TX
3872,2021,538,582,734,913,1085,Cottle County,1500,TX
3873,2021,538,582,734,1050,1085,Crane County,4835,TX
3874,2021,538,582,734,969,1085,Crockett County,3835,TX
3875,2021,637,733,896,1282,1551,Crosby County,5895,TX
3876,2021,551,571,752,993,1112,Culberson County,2255,TX
3877,2021,559,668,762,948,1127,Dallam County,7205,TX
3878,2021,1029,1134,1352,1746,2309,Dallas County,2552215,TX
3879,2021,538,644,734,992,995,Dawson County,13095,TX
3880,2021,650,654,862,1078,1169,Deaf Smith County,18945,TX
3881,2021,538,605,734,992,995,Delta County,5170,TX
3882,2021,1029,1134,1352,1746,2309,Denton County,781320,TX
3883,2021,587,677,800,1053,1233,DeWitt County,20475,TX
3884,2021,538,582,734,969,1085,Dickens County,2225,TX
3885,2021,580,628,791,1044,1170,Dimmit County,10820,TX
3886,2021,538,557,734,1004,1085,Donley County,3435,TX
3887,2021,538,582,734,1046,1050,Duval County,11435,TX
3888,2021,484,629,734,913,995,Eastland County,18280,TX
3889,2021,836,924,1214,1510,1845,Ector County,155745,TX
3890,2021,580,628,791,1044,1170,Edwards County,2110,TX
3891,2021,1029,1134,1352,1746,2309,Ellis County,164090,TX
3892,2021,548,687,831,1174,1415,El Paso County,834825,TX
3893,2021,676,681,837,1131,1135,Erath County,41015,TX
3894,2021,540,595,734,1033,1271,Falls County,17290,TX
3895,2021,565,585,771,1089,1129,Fannin County,33785,TX
3896,2021,584,605,797,1077,1081,Fayette County,24965,TX
3897,2021,538,582,734,985,1085,Fisher County,3875,TX
3898,2021,565,617,770,958,1044,Floyd County,5955,TX
3899,2021,580,628,791,1044,1170,Foard County,1415,TX
3900,2021,908,983,1176,1576,2010,Fort Bend County,711420,TX
3901,2021,568,645,774,1017,1340,Franklin County,10640,TX
3902,2021,538,557,734,1050,1271,Freestone County,19645,TX
3903,2021,571,683,778,1023,1150,Frio County,19110,TX
3904,2021,538,582,734,1050,1129,Gaines County,19890,TX
3905,2021,908,983,1176,1576,2010,Galveston County,321185,TX
3906,2021,555,601,757,942,1150,Garza County,6740,TX
3907,2021,709,734,967,1384,1494,Gillespie County,25940,TX
3908,2021,580,628,791,1044,1170,Glasscock County,1420,TX
3909,2021,723,837,1033,1333,1473,Goliad County,7510,TX
3910,2021,631,634,764,1086,1130,Gonzales County,20560,TX
3911,2021,597,618,814,1107,1204,Gray County,22960,TX
3912,2021,661,792,959,1292,1457,Grayson County,126145,TX
3913,2021,603,721,850,1152,1351,Gregg County,123400,TX
3914,2021,545,564,743,958,1008,Grimes County,27360,TX
3915,2021,761,912,1114,1446,1793,Guadalupe County,150890,TX
3916,2021,538,644,734,1050,1245,Hale County,34525,TX
3917,2021,538,592,734,1024,1085,Hall County,3100,TX
3918,2021,538,644,734,913,1085,Hamilton County,8220,TX
3919,2021,597,670,814,1012,1204,Hansford County,5530,TX
3920,2021,538,557,734,969,1085,Hardeman County,3990,TX
3921,2021,661,708,880,1145,1205,Hardin County,55995,TX
3922,2021,908,983,1176,1576,2010,Harris County,4525520,TX
3923,2021,549,673,832,1045,1128,Harrison County,66605,TX
3924,2021,628,752,857,1226,1267,Hartley County,5820,TX
3925,2021,538,644,734,1027,1085,Haskell County,5805,TX
3926,2021,1059,1212,1434,1848,2207,Hays County,194845,TX
3927,2021,713,738,972,1209,1437,Hemphill County,4150,TX
3928,2021,588,609,802,1044,1193,Henderson County,79685,TX
3929,2021,570,574,739,953,1070,Hidalgo County,839540,TX
3930,2021,503,604,762,986,1033,Hill County,35100,TX
3931,2021,538,644,734,1050,1271,Hockley County,23275,TX
3932,2021,907,927,1107,1377,1686,Hood County,55420,TX
3933,2021,517,625,783,1121,1238,Hopkins County,35930,TX
3934,2021,538,557,734,913,995,Houston County,22850,TX
3935,2021,707,846,964,1199,1347,Howard County,36490,TX
3936,2021,484,605,734,913,1250,Hudspeth County,3700,TX
3937,2021,1029,1134,1352,1746,2309,Hunt County,90320,TX
3938,2021,597,618,814,1056,1262,Hutchinson County,21705,TX
3939,2021,647,762,980,1297,1572,Irion County,1590,TX
3940,2021,538,582,734,1050,1271,Jack County,8840,TX
3941,2021,613,688,836,1196,1236,Jackson County,14755,TX
3942,2021,620,624,823,1112,1116,Jasper County,35445,TX
3943,2021,648,687,864,1146,1213,Jeff Davis County,2235,TX
3944,2021,661,708,880,1145,1205,Jefferson County,254575,TX
3945,2021,538,582,734,1050,1085,Jim Hogg County,5260,TX
3946,2021,625,667,879,1093,1300,Jim Wells County,41320,TX
3947,2021,901,1021,1242,1661,2077,Johnson County,160175,TX
3948,2021,707,733,955,1285,1639,Jones County,19970,TX
3949,2021,532,640,806,1003,1192,Karnes County,15050,TX
3950,2021,1029,1134,1352,1746,2309,Kaufman County,114850,TX
3951,2021,884,1061,1293,1608,2063,Kendall County,40305,TX
3952,2021,580,628,791,1044,1170,Kenedy County,565,TX
3953,2021,580,628,791,1044,1170,Kent County,680,TX
3954,2021,718,735,838,1199,1233,Kerr County,50760,TX
3955,2021,551,632,751,938,1110,Kimble County,4430,TX
3956,2021,658,709,888,1107,1335,King County,290,TX
3957,2021,615,666,839,1044,1240,Kinney County,3630,TX
3958,2021,659,681,898,1238,1546,Kleberg County,31540,TX
3959,2021,538,582,734,913,1085,Knox County,3755,TX
3960,2021,547,588,768,1021,1287,Lamar County,49400,TX
3961,2021,538,625,734,913,995,Lamb County,13370,TX
3962,2021,600,604,796,1112,1116,Lampasas County,20475,TX
3963,2021,538,572,734,1050,1085,La Salle County,7420,TX
3964,2021,513,590,777,1066,1149,Lavaca County,19860,TX
3965,2021,665,782,911,1133,1347,Lee County,16850,TX
3966,2021,538,557,734,1000,1003,Leon County,16965,TX
3967,2021,908,983,1176,1576,2010,Liberty County,79885,TX
3968,2021,519,596,786,978,1066,Limestone County,23480,TX
3969,2021,555,601,757,995,1034,Lipscomb County,3495,TX
3970,2021,538,557,734,1050,1129,Live Oak County,12045,TX
3971,2021,645,667,879,1093,1375,Llano County,20195,TX
3972,2021,580,628,791,1044,1170,Loving County,75,TX
3973,2021,637,733,896,1282,1551,Lubbock County,298040,TX
3974,2021,523,602,734,1050,1271,Lynn County,5785,TX
3975,2021,623,644,849,1056,1255,McCulloch County,8145,TX
3976,2021,686,721,934,1252,1398,McLennan County,245720,TX
3977,2021,580,628,791,1044,1170,McMullen County,600,TX
3978,2021,650,677,887,1103,1203,Madison County,13980,TX
3979,2021,538,582,734,995,1085,Marion County,10140,TX
3980,2021,592,595,734,1050,1231,Martin County,5545,TX
3981,2021,607,657,828,1151,1224,Mason County,4120,TX
3982,2021,623,627,808,1064,1399,Matagorda County,36745,TX
3983,2021,567,570,736,917,1098,Maverick County,57470,TX
3984,2021,592,657,866,1133,1329,Medina County,48550,TX
3985,2021,538,582,734,953,1085,Menard County,2125,TX
3986,2021,1121,1128,1391,1730,2352,Midland County,159885,TX
3987,2021,538,599,734,1050,1271,Milam County,24480,TX
3988,2021,538,582,734,913,1085,Mills County,4885,TX
3989,2021,538,601,734,941,1189,Mitchell County,8775,TX
3990,2021,645,667,879,1115,1300,Montague County,19405,TX
3991,2021,908,983,1176,1576,2010,Montgomery County,535185,TX
3992,2021,604,624,823,1024,1217,Moore County,22015,TX
3993,2021,484,557,734,1050,1252,Morris County,12530,TX
3994,2021,538,582,734,959,1085,Motley County,1115,TX
3995,2021,576,683,838,1096,1242,Nacogdoches County,65410,TX
3996,2021,611,624,823,1178,1325,Navarro County,48240,TX
3997,2021,553,592,734,1004,1007,Newton County,14185,TX
3998,2021,540,559,737,1052,1276,Nolan County,14990,TX
3999,2021,784,864,1079,1428,1702,Nueces County,358485,TX
4000,2021,564,610,769,984,1137,Ochiltree County,10485,TX
4001,2021,712,798,1025,1275,1591,Oldham County,2085,TX
4002,2021,661,708,880,1145,1205,Orange County,83910,TX
4003,2021,559,630,796,1077,1251,Palo Pinto County,28110,TX
4004,2021,574,594,783,974,1080,Panola County,23575,TX
4005,2021,901,1021,1242,1661,2077,Parker County,125965,TX
4006,2021,538,644,734,976,1129,Parmer County,9870,TX
4007,2021,594,734,898,1264,1555,Pecos County,15805,TX
4008,2021,536,656,757,1065,1098,Polk County,46975,TX
4009,2021,629,705,906,1236,1406,Potter County,121230,TX
4010,2021,538,582,734,1050,1085,Presidio County,7190,TX
4011,2021,538,623,734,1015,1085,Rains County,11245,TX
4012,2021,629,705,906,1236,1406,Randall County,130550,TX
4013,2021,714,773,974,1211,1440,Reagan County,3735,TX
4014,2021,628,679,856,1152,1266,Real County,3360,TX
4015,2021,538,557,734,913,1085,Red River County,12355,TX
4016,2021,578,691,788,1127,1165,Reeves County,14790,TX
4017,2021,555,664,757,942,1199,Refugio County,7295,TX
4018,2021,580,628,791,1044,1170,Roberts County,890,TX
4019,2021,686,774,909,1301,1574,Robertson County,16725,TX
4020,2021,1029,1134,1352,1746,2309,Rockwall County,90415,TX
4021,2021,547,566,746,928,1012,Runnels County,10265,TX
4022,2021,547,575,754,959,1208,Rusk County,53025,TX
4023,2021,538,644,734,1050,1085,Sabine County,10430,TX
4024,2021,562,582,767,954,1134,San Augustine County,8405,TX
4025,2021,538,582,734,992,995,San Jacinto County,27435,TX
4026,2021,784,864,1079,1428,1702,San Patricio County,66865,TX
4027,2021,538,557,734,918,1085,San Saba County,5850,TX
4028,2021,580,628,791,1044,1170,Schleicher County,3120,TX
4029,2021,643,702,877,1107,1400,Scurry County,17345,TX
4030,2021,538,582,734,969,1085,Shackelford County,3350,TX
4031,2021,538,557,734,978,1271,Shelby County,25690,TX
4032,2021,538,644,734,1050,1137,Sherman County,3065,TX
4033,2021,897,899,1085,1363,1774,Smith County,222275,TX
4034,2021,665,738,889,1272,1508,Somervell County,8650,TX
4035,2021,538,587,734,940,1085,Starr County,63420,TX
4036,2021,538,590,734,1050,1085,Stephens County,9365,TX
4037,2021,580,628,791,1044,1170,Sterling County,1140,TX
4038,2021,580,628,791,1044,1170,Stonewall County,1085,TX
4039,2021,538,644,734,969,1085,Sutton County,3895,TX
4040,2021,538,557,734,992,995,Swisher County,7540,TX
4041,2021,901,1021,1242,1661,2077,Tarrant County,1983675,TX
4042,2021,707,733,955,1285,1639,Taylor County,135370,TX
4043,2021,622,673,848,1119,1254,Terrell County,720,TX
4044,2021,538,557,734,992,995,Terry County,12755,TX
4045,2021,538,582,734,1050,1085,Throckmorton County,1540,TX
4046,2021,542,582,734,929,1248,Titus County,32665,TX
4047,2021,647,762,980,1297,1572,Tom Green County,116905,TX
4048,2021,1059,1212,1434,1848,2207,Travis County,1176585,TX
4049,2021,613,634,836,1040,1280,Trinity County,14480,TX
4050,2021,538,644,734,961,1129,Tyler County,21455,TX
4051,2021,603,721,850,1152,1351,Upshur County,40505,TX
4052,2021,538,644,734,975,1085,Upton County,3575,TX
4053,2021,629,644,734,913,1271,Uvalde County,27015,TX
4054,2021,600,604,796,1075,1079,Val Verde County,48975,TX
4055,2021,587,608,801,1146,1171,Van Zandt County,53605,TX
4056,2021,723,837,1033,1333,1473,Victoria County,91520,TX
4057,2021,641,793,971,1208,1681,Walker County,70820,TX
4058,2021,908,983,1176,1576,2010,Waller County,48445,TX
4059,2021,615,636,838,1095,1239,Ward County,11500,TX
4060,2021,718,767,891,1123,1428,Washington County,34665,TX
4061,2021,730,735,915,1199,1351,Webb County,269625,TX
4062,2021,566,657,772,1045,1337,Wharton County,41430,TX
4063,2021,538,603,734,933,1089,Wheeler County,5600,TX
4064,2021,585,656,832,1136,1346,Wichita County,131780,TX
4065,2021,538,608,734,927,1085,Wilbarger County,12970,TX
4066,2021,553,557,734,945,995,Willacy County,21840,TX
4067,2021,1059,1212,1434,1848,2207,Williamson County,508315,TX
4068,2021,761,912,1114,1446,1793,Wilson County,47205,TX
4069,2021,538,582,734,1050,1085,Winkler County,7775,TX
4070,2021,932,954,1087,1401,1496,Wise County,63245,TX
4071,2021,589,609,803,1032,1195,Wood County,43315,TX
4072,2021,545,652,743,924,1099,Yoakum County,8480,TX
4073,2021,538,572,734,986,1085,Young County,18165,TX
4074,2021,538,624,734,1000,1085,Zapata County,14415,TX
4075,2021,538,640,734,913,1085,Zavala County,12150,TX
4076,2021,519,581,734,992,1271,Beaver County,6415,UT
4077,2021,561,599,789,1072,1254,Box Elder County,52180,UT
